SK_ID_BUREAU,MONTHS_BALANCE,STATUS
10774,-37,Active
3574,-49,Unknown
2659,-56,Active
13528,-20,Bad debt
5465,-21,Closed
7411,-24,Unknown
8797,-2,Active
2850,-51,Active
3593,-14,Bad debt
6360,-48,Active
9312,-12,Active
9001,-35,Active
9543,-5,Closed
8423,-1,Active
167,-2,Closed
14426,-24,Active
3449,-28,Unknown
828,-53,Bad debt
12480,-11,Active
9685,-18,Bad debt
8358,-7,Bad debt
10777,-34,Bad debt
14914,-7,Unknown
1112,-9,Unknown
14237,-53,Closed
1682,-47,Active
11283,-51,Bad debt
11894,-17,Bad debt
3836,-40,Closed
11545,-58,Closed
14189,-31,Bad debt
11575,-57,Bad debt
9622,-14,Unknown
5086,-53,Active
12297,-25,Unknown
6913,-15,Bad debt
8043,-36,Active
14255,-24,Bad debt
7845,-6,Active
10205,-40,Bad debt
5636,-36,Unknown
14776,-36,Closed
8509,-31,Active
6039,-41,Bad debt
11774,-35,Active
10807,-33,Active
7916,-20,Unknown
13849,-36,Bad debt
14615,-11,Active
5478,-21,Active
12361,-23,Closed
9342,-3,Closed
2707,-14,Closed
6408,-55,Unknown
4707,-49,Bad debt
10887,-54,Unknown
1257,-60,Active
14888,-20,Bad debt
4523,-24,Active
8485,-23,Unknown
3223,-46,Active
155,-54,Unknown
9050,-36,Active
773,-28,Bad debt
5795,-40,Active
2197,-14,Closed
6836,-2,Unknown
14275,-40,Closed
10092,-60,Unknown
1095,-54,Unknown
13209,-17,Bad debt
5907,-57,Unknown
357,-27,Closed
4969,-7,Closed
13086,-6,Closed
10534,-60,Active
3530,-14,Unknown
2177,-19,Unknown
11949,-40,Unknown
3940,-4,Closed
4871,-3,Active
5948,-3,Unknown
6103,-54,Bad debt
10243,-40,Bad debt
3047,-34,Active
12528,-27,Closed
6257,-20,Closed
2452,-37,Unknown
2099,-58,Bad debt
4629,-8,Bad debt
1265,-56,Bad debt
1333,-12,Bad debt
10155,-31,Active
7311,-51,Bad debt
8040,-14,Active
10081,-27,Bad debt
13283,-34,Bad debt
10575,-44,Closed
6048,-56,Active
11210,-60,Active
8960,-10,Bad debt
906,-45,Active
14,-53,Closed
13080,-59,Closed
700,-44,Unknown
3091,-10,Closed
14760,-51,Closed
6063,-26,Active
11481,-56,Bad debt
6596,-42,Unknown
4023,-25,Bad debt
7822,-35,Closed
13880,-11,Active
10258,-40,Closed
3969,-9,Closed
13949,-59,Active
6988,-21,Unknown
5131,-50,Closed
7224,-53,Bad debt
8972,-27,Closed
8954,-49,Active
4656,-23,Active
3718,-46,Active
563,-58,Active
9127,-58,Closed
9159,-49,Unknown
7701,-31,Unknown
9427,-38,Bad debt
7456,-39,Bad debt
12859,-15,Unknown
1969,-54,Closed
464,-22,Active
68,-46,Bad debt
182,-54,Bad debt
839,-8,Unknown
10187,-47,Closed
10427,-31,Active
11408,-21,Active
6,-20,Active
7459,-59,Bad debt
11546,-49,Unknown
5645,-48,Active
9230,-22,Active
1995,-2,Active
4317,-10,Unknown
14674,-26,Unknown
12989,-37,Unknown
12361,-31,Bad debt
1295,-42,Bad debt
7607,-22,Active
7859,-4,Bad debt
8863,-52,Active
14402,-60,Active
14308,-49,Unknown
9494,-8,Bad debt
8062,-23,Active
6195,-18,Unknown
1899,-55,Bad debt
13120,-44,Unknown
4237,-38,Active
2530,-5,Bad debt
10173,-6,Bad debt
3925,-45,Bad debt
1108,-51,Bad debt
1020,-16,Bad debt
5440,-27,Closed
5995,-20,Closed
7490,-59,Unknown
13392,-40,Unknown
9067,-27,Bad debt
5203,-1,Closed
10578,-29,Active
6027,-52,Bad debt
5891,-23,Active
12499,-43,Unknown
14637,-40,Unknown
10210,-2,Unknown
2284,-54,Active
12125,-3,Bad debt
4777,-42,Closed
8777,-54,Closed
5785,-7,Active
5325,-50,Bad debt
6978,-29,Unknown
3931,-1,Closed
587,-11,Unknown
12403,-1,Unknown
13014,-30,Bad debt
12369,-9,Closed
5402,-50,Closed
13386,-3,Closed
3529,-55,Unknown
8477,-50,Bad debt
982,-28,Unknown
12602,-5,Closed
8236,-8,Active
2550,-50,Unknown
6995,-28,Active
5852,-34,Active
8655,-2,Active
4912,-7,Closed
14625,-36,Closed
3909,-48,Bad debt
2679,-31,Closed
12753,-51,Closed
6835,-44,Closed
12392,-11,Closed
684,-17,Bad debt
6978,-20,Closed
11465,-26,Closed
12943,-48,Bad debt
8899,-34,Active
11501,-18,Closed
9270,-56,Unknown
13314,-54,Closed
3940,-6,Unknown
13375,-36,Closed
8009,-7,Unknown
5272,-13,Active
13827,-53,Unknown
7862,-24,Bad debt
5581,-16,Bad debt
3741,-60,Bad debt
11561,-29,Unknown
5527,-22,Bad debt
2805,-29,Bad debt
11820,-27,Bad debt
1660,-5,Bad debt
14070,-7,Active
6428,-36,Unknown
10560,-15,Active
9523,-48,Closed
13986,-7,Unknown
6362,-14,Unknown
3306,-57,Bad debt
2819,-2,Bad debt
6373,-13,Unknown
8721,-46,Unknown
5714,-21,Closed
14654,-26,Active
4240,-54,Active
1980,-48,Unknown
8085,-56,Active
13568,-22,Bad debt
9533,-21,Active
10056,-10,Bad debt
9111,-6,Closed
412,-18,Closed
11888,-23,Bad debt
13922,-9,Unknown
1014,-13,Unknown
2225,-50,Closed
13824,-7,Closed
9160,-1,Active
4162,-47,Unknown
6321,-2,Unknown
13971,-37,Closed
5067,-27,Active
1280,-49,Unknown
4193,-38,Unknown
7403,-31,Unknown
4243,-43,Bad debt
2831,-17,Bad debt
7319,-36,Closed
3929,-32,Unknown
11879,-25,Closed
9275,-15,Active
8606,-47,Bad debt
6432,-36,Active
14958,-41,Unknown
2405,-56,Closed
10114,-4,Closed
13550,-53,Active
3897,-11,Unknown
11736,-29,Active
1489,-40,Bad debt
10575,-27,Active
9193,-49,Active
9563,-57,Closed
12937,-36,Closed
3560,-1,Active
3219,-23,Bad debt
12656,-45,Active
7145,-35,Bad debt
7689,-36,Unknown
6093,-42,Active
5837,-35,Unknown
2238,-18,Active
9612,-14,Unknown
3207,-22,Active
13124,-5,Closed
10640,-40,Unknown
13234,-16,Closed
14849,-17,Unknown
3736,-36,Bad debt
3419,-7,Active
14037,-50,Unknown
9970,-47,Unknown
1943,-38,Bad debt
1263,-50,Unknown
11569,-57,Active
2496,-49,Closed
10685,-35,Unknown
5553,-20,Closed
1469,-5,Unknown
14798,-12,Active
12166,-36,Closed
7751,-58,Unknown
2752,-13,Unknown
13873,-50,Unknown
11462,-22,Active
9969,-14,Bad debt
10557,-9,Unknown
6474,-55,Closed
12946,-40,Bad debt
5641,-6,Active
10389,-25,Bad debt
8188,-12,Active
875,-4,Unknown
6895,-13,Bad debt
3861,-30,Active
9837,-13,Unknown
14663,-13,Unknown
147,-31,Closed
312,-1,Bad debt
576,-53,Bad debt
7359,-49,Active
13292,-32,Bad debt
2453,-36,Bad debt
6146,-20,Unknown
9803,-54,Active
7349,-7,Bad debt
10162,-33,Unknown
13782,-26,Active
11914,-24,Closed
7162,-55,Closed
5869,-13,Closed
13617,-40,Unknown
1428,-45,Unknown
1378,-29,Closed
13785,-42,Closed
8643,-8,Closed
2000,-42,Closed
12790,-53,Active
4857,-15,Bad debt
2213,-12,Closed
2647,-28,Bad debt
650,-40,Unknown
5162,-24,Active
973,-2,Active
3940,-58,Unknown
13820,-53,Unknown
10226,-2,Unknown
14875,-16,Active
1932,-5,Active
9147,-15,Closed
10066,-47,Active
7764,-58,Unknown
8217,-58,Unknown
8825,-8,Closed
5579,-35,Bad debt
6101,-32,Active
7858,-27,Bad debt
6722,-42,Closed
4025,-25,Active
7694,-59,Active
10669,-26,Closed
13350,-39,Bad debt
2403,-26,Bad debt
7317,-55,Bad debt
13850,-7,Unknown
4366,-6,Active
2783,-18,Active
549,-26,Active
4599,-12,Bad debt
6942,-34,Closed
8671,-28,Closed
6846,-53,Bad debt
14012,-55,Bad debt
9968,-28,Active
11836,-47,Closed
678,-58,Bad debt
5839,-14,Bad debt
14891,-26,Bad debt
3518,-6,Closed
5763,-3,Active
431,-20,Closed
1081,-35,Bad debt
12551,-43,Bad debt
54,-9,Active
1618,-8,Unknown
4810,-50,Active
11220,-46,Bad debt
5998,-18,Unknown
10753,-20,Unknown
14856,-33,Unknown
4163,-40,Closed
8497,-54,Active
9980,-13,Unknown
12494,-15,Active
8497,-52,Bad debt
4648,-15,Active
10705,-14,Unknown
7783,-11,Active
14831,-14,Unknown
11584,-40,Closed
13596,-34,Unknown
13085,-36,Bad debt
2250,-49,Active
3895,-9,Closed
13706,-48,Active
14125,-19,Closed
891,-3,Bad debt
3700,-29,Active
2872,-6,Closed
971,-20,Active
12882,-12,Unknown
5191,-12,Bad debt
12874,-16,Bad debt
12788,-60,Unknown
9008,-11,Closed
11021,-60,Unknown
9363,-28,Bad debt
1397,-22,Unknown
13749,-40,Unknown
8161,-18,Unknown
12366,-6,Unknown
10532,-23,Bad debt
4717,-39,Bad debt
12912,-15,Bad debt
3356,-37,Bad debt
2933,-12,Closed
13965,-22,Active
10143,-22,Active
12922,-56,Closed
6619,-8,Bad debt
5111,-43,Active
10783,-50,Active
4222,-20,Closed
3464,-28,Active
13571,-30,Closed
10868,-54,Active
13791,-2,Active
4529,-47,Bad debt
769,-30,Active
7934,-40,Closed
3323,-49,Unknown
3706,-56,Unknown
2542,-38,Active
1518,-33,Bad debt
8774,-18,Bad debt
7707,-22,Bad debt
346,-50,Unknown
5283,-4,Bad debt
13400,-37,Closed
13951,-7,Bad debt
9578,-52,Unknown
1233,-26,Bad debt
205,-21,Unknown
13297,-56,Active
12292,-40,Closed
8688,-39,Closed
968,-39,Unknown
4113,-25,Unknown
3042,-37,Unknown
13655,-51,Closed
14340,-54,Bad debt
10613,-24,Unknown
13807,-35,Closed
11988,-49,Unknown
13351,-17,Bad debt
5237,-52,Closed
14057,-34,Active
10477,-49,Bad debt
10558,-53,Unknown
13161,-6,Unknown
3025,-15,Unknown
989,-3,Bad debt
1532,-19,Bad debt
11239,-57,Bad debt
961,-33,Closed
3100,-16,Active
7192,-53,Bad debt
4359,-9,Unknown
1944,-47,Bad debt
7444,-19,Unknown
11864,-14,Unknown
9205,-16,Active
9340,-50,Active
11992,-9,Active
6914,-45,Unknown
437,-33,Closed
12453,-40,Closed
6010,-13,Unknown
638,-34,Bad debt
7330,-30,Bad debt
2428,-58,Unknown
803,-18,Unknown
11991,-9,Unknown
9039,-56,Active
8343,-52,Bad debt
3035,-48,Unknown
14836,-5,Closed
4718,-13,Closed
11854,-56,Closed
12677,-30,Bad debt
57,-56,Active
355,-3,Unknown
7755,-44,Active
9743,-13,Bad debt
1067,-3,Closed
13262,-11,Active
6431,-14,Bad debt
3164,-6,Closed
5831,-58,Unknown
12123,-56,Closed
12655,-48,Active
13676,-39,Closed
6773,-38,Bad debt
10672,-18,Bad debt
14260,-57,Bad debt
8293,-32,Active
3660,-42,Active
1338,-58,Unknown
7019,-16,Closed
11843,-41,Bad debt
12194,-18,Active
12134,-31,Bad debt
5688,-8,Active
3363,-26,Closed
12840,-27,Closed
2015,-3,Bad debt
2004,-55,Active
12696,-19,Closed
11173,-23,Bad debt
10524,-39,Bad debt
10987,-50,Closed
1575,-26,Active
3966,-39,Unknown
7977,-17,Bad debt
6713,-51,Closed
8214,-23,Bad debt
2499,-42,Unknown
7870,-31,Bad debt
6154,-38,Bad debt
10804,-42,Active
2863,-9,Bad debt
7402,-18,Active
13239,-38,Unknown
14891,-35,Bad debt
12969,-43,Unknown
407,-27,Bad debt
1486,-45,Closed
10645,-32,Bad debt
7850,-3,Unknown
11004,-38,Closed
3814,-26,Unknown
14301,-47,Closed
13709,-47,Active
10704,-55,Unknown
10419,-34,Unknown
8987,-54,Closed
14245,-56,Closed
9440,-1,Closed
9018,-10,Active
3614,-9,Closed
29,-45,Bad debt
4631,-26,Unknown
6762,-50,Unknown
6118,-47,Active
5651,-21,Active
4987,-7,Bad debt
11060,-53,Unknown
9925,-23,Bad debt
1555,-27,Active
3013,-29,Closed
9214,-31,Closed
9294,-44,Active
14439,-47,Bad debt
10233,-57,Bad debt
9961,-7,Active
2970,-6,Unknown
4347,-45,Bad debt
4810,-25,Unknown
4025,-4,Closed
2281,-50,Closed
12923,-60,Closed
13127,-1,Closed
6269,-30,Active
13680,-44,Unknown
13892,-34,Bad debt
1149,-11,Closed
14809,-56,Closed
7158,-27,Unknown
4479,-30,Unknown
8808,-22,Bad debt
853,-53,Unknown
14586,-9,Unknown
2022,-22,Unknown
5180,-42,Closed
88,-15,Active
10129,-14,Closed
9130,-35,Active
2318,-2,Closed
14557,-21,Bad debt
2122,-26,Bad debt
9740,-56,Active
3633,-28,Bad debt
14252,-54,Active
14859,-40,Active
4504,-27,Unknown
7355,-20,Bad debt
661,-42,Closed
6540,-16,Active
2794,-32,Unknown
9838,-30,Bad debt
8781,-10,Unknown
10616,-53,Closed
9478,-16,Unknown
2335,-32,Unknown
13659,-36,Active
2998,-60,Bad debt
8912,-24,Unknown
2246,-46,Unknown
322,-19,Closed
9304,-29,Bad debt
12518,-30,Bad debt
1808,-24,Unknown
6376,-55,Bad debt
9257,-49,Closed
13877,-56,Active
8536,-37,Closed
11819,-2,Bad debt
6407,-33,Active
4416,-13,Unknown
14236,-8,Unknown
6798,-15,Closed
14362,-37,Bad debt
2986,-21,Active
7320,-41,Active
6732,-60,Bad debt
8292,-1,Unknown
1017,-22,Bad debt
2144,-15,Bad debt
3771,-3,Bad debt
3512,-47,Bad debt
9552,-60,Unknown
8144,-41,Active
7599,-27,Unknown
4218,-21,Closed
14123,-4,Bad debt
1639,-32,Active
1420,-8,Unknown
4669,-34,Closed
172,-36,Unknown
3875,-3,Closed
2499,-6,Closed
7155,-28,Active
8309,-10,Active
10051,-40,Unknown
14739,-37,Closed
12767,-2,Bad debt
13578,-47,Bad debt
7063,-12,Bad debt
5406,-51,Unknown
14684,-52,Unknown
10313,-46,Closed
236,-15,Bad debt
3360,-60,Bad debt
12577,-4,Active
13124,-20,Closed
6356,-55,Unknown
13142,-56,Bad debt
7697,-4,Active
4879,-24,Active
1931,-5,Bad debt
12468,-46,Bad debt
10934,-10,Unknown
7334,-7,Closed
81,-7,Closed
10897,-33,Closed
3181,-42,Active
481,-23,Bad debt
7194,-31,Bad debt
5301,-43,Active
976,-39,Unknown
2142,-26,Unknown
13639,-54,Active
5306,-23,Bad debt
3722,-34,Bad debt
12687,-26,Bad debt
9763,-53,Unknown
1183,-21,Active
6822,-53,Bad debt
8242,-26,Closed
5076,-8,Active
97,-39,Bad debt
1686,-29,Unknown
9966,-15,Closed
13323,-43,Closed
6098,-1,Bad debt
9826,-14,Bad debt
5005,-28,Unknown
616,-16,Bad debt
2974,-43,Unknown
9431,-42,Active
9961,-19,Unknown
8989,-16,Active
4640,-43,Bad debt
2982,-9,Bad debt
4156,-45,Bad debt
5468,-10,Active
8798,-52,Bad debt
13259,-33,Closed
8132,-58,Bad debt
6771,-25,Unknown
4214,-18,Bad debt
10811,-46,Unknown
957,-47,Closed
4039,-58,Unknown
13957,-25,Active
12723,-43,Unknown
10592,-10,Closed
8007,-35,Bad debt
8474,-17,Active
12625,-22,Bad debt
11928,-23,Unknown
554,-56,Bad debt
7966,-10,Active
10481,-54,Bad debt
433,-24,Closed
8833,-25,Closed
12379,-51,Closed
2157,-44,Closed
11678,-5,Bad debt
7242,-19,Bad debt
3372,-23,Bad debt
462,-7,Unknown
5584,-47,Active
7893,-28,Bad debt
10859,-26,Active
5675,-4,Bad debt
11493,-30,Unknown
9572,-25,Unknown
14647,-19,Unknown
8165,-23,Bad debt
4684,-18,Active
12476,-33,Bad debt
6490,-24,Active
10166,-26,Closed
7607,-15,Unknown
6100,-50,Closed
7426,-52,Bad debt
13041,-4,Closed
10160,-32,Closed
9445,-55,Bad debt
11052,-41,Active
14081,-45,Active
1926,-9,Bad debt
5013,-51,Bad debt
3079,-22,Active
2474,-52,Bad debt
551,-52,Bad debt
7880,-22,Active
207,-4,Unknown
9019,-41,Unknown
11754,-18,Unknown
5044,-51,Bad debt
2763,-47,Active
11759,-24,Bad debt
345,-41,Bad debt
7724,-34,Unknown
10520,-18,Closed
6921,-11,Active
6160,-3,Closed
4470,-39,Bad debt
4768,-5,Closed
4462,-25,Closed
9368,-36,Unknown
11278,-42,Bad debt
10883,-10,Bad debt
3448,-56,Bad debt
4224,-18,Closed
10398,-52,Bad debt
710,-3,Active
13635,-18,Closed
14665,-44,Closed
12211,-26,Unknown
8903,-46,Active
12045,-6,Unknown
9001,-50,Bad debt
5991,-60,Unknown
14475,-34,Active
10651,-39,Bad debt
13912,-25,Unknown
12409,-4,Active
10838,-15,Unknown
5339,-12,Bad debt
2594,-14,Closed
4643,-27,Active
2495,-31,Closed
8968,-58,Closed
12383,-40,Active
11399,-35,Unknown
8861,-55,Bad debt
2459,-51,Bad debt
8452,-14,Unknown
12267,-40,Active
5330,-59,Closed
4171,-1,Active
6420,-55,Active
8806,-37,Bad debt
12272,-26,Active
3079,-3,Active
14212,-18,Active
4797,-42,Closed
3439,-30,Active
5975,-25,Active
5177,-42,Bad debt
2814,-1,Bad debt
12822,-18,Unknown
893,-43,Closed
1257,-60,Active
13922,-55,Active
258,-28,Bad debt
2490,-38,Closed
11779,-8,Active
1659,-54,Closed
6734,-26,Closed
5101,-53,Closed
11871,-45,Closed
1450,-45,Closed
5052,-55,Closed
10093,-48,Active
9856,-36,Unknown
5527,-37,Closed
2418,-45,Closed
5935,-34,Closed
3034,-52,Unknown
2783,-10,Closed
4334,-44,Unknown
3744,-20,Closed
12366,-38,Active
10946,-9,Closed
5163,-23,Closed
2728,-5,Bad debt
7773,-60,Bad debt
4728,-36,Closed
3522,-56,Active
3073,-21,Bad debt
13220,-9,Active
2053,-36,Closed
2823,-48,Closed
4472,-17,Bad debt
12872,-3,Active
12501,-38,Unknown
2901,-15,Active
2674,-24,Unknown
14278,-29,Unknown
5399,-49,Active
6559,-52,Unknown
5378,-16,Bad debt
12724,-58,Closed
9633,-15,Active
9647,-43,Bad debt
8906,-26,Closed
9424,-35,Bad debt
4829,-40,Closed
13582,-19,Unknown
6915,-12,Closed
12627,-33,Unknown
9263,-56,Unknown
4252,-35,Active
14759,-25,Closed
8355,-33,Closed
6051,-49,Unknown
14227,-35,Unknown
670,-45,Closed
9195,-36,Closed
13370,-56,Bad debt
514,-9,Closed
7974,-26,Active
4873,-48,Active
12827,-17,Active
10095,-54,Active
983,-31,Closed
8852,-23,Closed
6004,-57,Bad debt
3245,-9,Unknown
6779,-6,Active
1884,-60,Unknown
9386,-58,Active
6431,-31,Active
11685,-55,Unknown
1217,-27,Unknown
415,-32,Closed
2734,-44,Closed
14373,-31,Unknown
10746,-27,Active
14445,-17,Active
1577,-32,Unknown
2593,-9,Bad debt
10469,-48,Unknown
14642,-8,Closed
10154,-47,Active
9658,-3,Bad debt
3963,-12,Bad debt
11196,-31,Bad debt
6945,-13,Closed
6781,-30,Active
6113,-46,Active
8408,-53,Unknown
8670,-22,Bad debt
1,-47,Closed
8810,-1,Bad debt
4559,-37,Active
11117,-8,Closed
1311,-7,Closed
3729,-49,Active
12121,-4,Bad debt
183,-9,Active
12667,-4,Unknown
2530,-2,Active
3264,-11,Unknown
10923,-60,Active
5423,-34,Active
2143,-43,Bad debt
6952,-54,Bad debt
3987,-17,Bad debt
7774,-37,Active
7128,-22,Active
7748,-30,Unknown
6261,-48,Bad debt
6682,-1,Bad debt
7483,-45,Bad debt
10035,-29,Unknown
8322,-29,Unknown
1336,-45,Unknown
526,-29,Bad debt
11234,-40,Active
14902,-37,Closed
6685,-39,Unknown
7349,-15,Active
10590,-18,Bad debt
1509,-20,Bad debt
2675,-14,Closed
3805,-47,Bad debt
10054,-13,Bad debt
2301,-23,Unknown
10007,-52,Closed
1178,-9,Unknown
6001,-22,Bad debt
9020,-58,Bad debt
8878,-49,Closed
10739,-15,Closed
11559,-33,Bad debt
5763,-26,Active
3299,-29,Closed
2917,-54,Closed
10539,-39,Unknown
7633,-58,Active
12376,-13,Closed
9207,-37,Unknown
6286,-48,Bad debt
8310,-34,Closed
9309,-24,Closed
289,-11,Closed
10973,-35,Closed
202,-12,Active
9891,-5,Unknown
12642,-12,Active
7287,-1,Closed
13782,-53,Bad debt
4171,-49,Bad debt
14858,-18,Unknown
12378,-26,Active
5029,-11,Closed
6291,-3,Active
1609,-23,Unknown
3740,-17,Active
11247,-30,Bad debt
14936,-57,Unknown
8282,-38,Bad debt
11785,-12,Closed
6518,-35,Closed
6219,-13,Closed
3508,-33,Unknown
6127,-51,Bad debt
13676,-40,Active
3532,-18,Active
14074,-52,Active
39,-30,Active
4691,-4,Active
8834,-27,Active
8744,-37,Closed
1993,-39,Unknown
3971,-27,Bad debt
8960,-3,Bad debt
3547,-22,Bad debt
8147,-19,Active
4868,-19,Unknown
12867,-1,Bad debt
14410,-14,Bad debt
7993,-46,Bad debt
12205,-7,Active
9984,-16,Active
9789,-20,Closed
11494,-48,Active
8287,-43,Unknown
5721,-1,Closed
14412,-50,Closed
13140,-28,Unknown
5844,-53,Active
7459,-15,Bad debt
4754,-10,Active
10647,-5,Closed
10409,-22,Closed
10211,-2,Unknown
1010,-7,Unknown
7507,-28,Bad debt
1415,-54,Active
9006,-19,Unknown
3367,-49,Bad debt
4896,-20,Closed
3009,-47,Active
6442,-42,Bad debt
13831,-48,Bad debt
3162,-55,Bad debt
1265,-9,Closed
5985,-7,Active
5397,-34,Unknown
4654,-56,Bad debt
5228,-59,Closed
9864,-27,Active
13901,-57,Active
6349,-11,Closed
10643,-41,Active
6941,-33,Active
5445,-47,Active
52,-52,Closed
5022,-15,Unknown
10091,-48,Unknown
779,-11,Unknown
1760,-48,Closed
10641,-49,Active
5749,-49,Unknown
10926,-49,Bad debt
9532,-31,Closed
529,-51,Unknown
1553,-26,Active
6450,-54,Closed
5673,-26,Active
11263,-23,Bad debt
11822,-31,Active
8168,-21,Closed
2260,-35,Unknown
10302,-33,Bad debt
10025,-21,Active
14803,-6,Closed
10706,-51,Bad debt
9744,-17,Unknown
13232,-55,Closed
2504,-43,Active
4445,-32,Active
244,-41,Unknown
7401,-20,Active
8281,-6,Bad debt
12139,-26,Closed
3616,-43,Closed
1950,-26,Unknown
14919,-23,Unknown
3509,-8,Active
14286,-2,Active
14558,-42,Unknown
975,-5,Unknown
697,-40,Unknown
8283,-42,Unknown
11411,-4,Unknown
2300,-53,Closed
3870,-46,Unknown
2510,-24,Bad debt
11394,-57,Closed
2444,-23,Unknown
2998,-43,Active
1386,-57,Active
1216,-17,Unknown
2784,-7,Closed
3742,-26,Unknown
13034,-25,Closed
9166,-3,Active
11245,-41,Bad debt
13522,-9,Active
1846,-50,Closed
7785,-38,Closed
13550,-24,Unknown
6298,-52,Active
13161,-32,Closed
14375,-39,Bad debt
10903,-21,Active
14908,-12,Unknown
14126,-30,Closed
14935,-32,Bad debt
10480,-44,Unknown
14952,-41,Active
12292,-18,Closed
2399,-5,Closed
11009,-37,Bad debt
3355,-59,Closed
3629,-17,Bad debt
11683,-5,Active
4398,-31,Active
10244,-51,Active
7258,-4,Active
2789,-45,Closed
11169,-58,Active
4180,-21,Unknown
8404,-43,Closed
7391,-27,Active
3666,-13,Unknown
13320,-17,Closed
6136,-47,Closed
3875,-15,Active
10742,-43,Bad debt
2168,-11,Closed
538,-34,Unknown
5371,-27,Bad debt
10626,-10,Unknown
11663,-34,Closed
2896,-55,Bad debt
11173,-9,Bad debt
9509,-52,Unknown
11143,-3,Unknown
4443,-25,Bad debt
3551,-58,Closed
6550,-23,Bad debt
14279,-20,Active
14477,-33,Closed
1428,-43,Closed
13942,-46,Active
2189,-21,Unknown
896,-15,Unknown
14944,-5,Unknown
14699,-1,Bad debt
2764,-8,Closed
6233,-39,Closed
14469,-35,Active
6142,-52,Active
7726,-10,Unknown
871,-45,Active
8249,-26,Unknown
12434,-2,Unknown
8319,-33,Closed
8337,-39,Closed
4012,-43,Bad debt
3503,-46,Active
11536,-21,Active
6297,-21,Closed
10872,-47,Active
8328,-4,Active
13052,-52,Closed
1376,-14,Closed
224,-27,Closed
6850,-7,Closed
12082,-43,Closed
1835,-47,Unknown
8462,-5,Unknown
342,-21,Active
8853,-37,Closed
14233,-37,Bad debt
1591,-57,Bad debt
8196,-13,Bad debt
13418,-35,Bad debt
5977,-45,Unknown
2189,-11,Closed
14206,-7,Active
782,-55,Unknown
12186,-12,Bad debt
4845,-19,Unknown
2573,-18,Unknown
1937,-3,Active
10658,-37,Active
8536,-23,Unknown
8416,-27,Bad debt
6396,-23,Closed
190,-44,Unknown
388,-30,Unknown
11983,-35,Unknown
6667,-14,Closed
14154,-44,Unknown
7896,-8,Unknown
12978,-34,Bad debt
7698,-40,Active
6740,-59,Bad debt
11910,-25,Unknown
8277,-59,Unknown
1681,-60,Closed
10833,-16,Unknown
13432,-39,Closed
8235,-48,Bad debt
14820,-14,Closed
3208,-23,Unknown
8440,-19,Closed
14118,-17,Closed
847,-24,Closed
2837,-48,Closed
14045,-1,Closed
445,-60,Unknown
5540,-15,Unknown
8156,-41,Closed
7114,-17,Closed
3048,-39,Unknown
10179,-15,Closed
1885,-41,Active
9259,-41,Bad debt
11585,-54,Closed
3906,-15,Closed
9109,-3,Unknown
14174,-30,Unknown
11004,-50,Bad debt
12798,-6,Bad debt
2746,-24,Active
2041,-13,Unknown
1866,-2,Unknown
1728,-55,Closed
7063,-49,Closed
3795,-15,Unknown
4493,-26,Active
9695,-49,Unknown
7486,-27,Bad debt
14860,-31,Closed
4697,-41,Closed
3716,-51,Active
9274,-60,Unknown
9435,-32,Bad debt
7360,-15,Active
9237,-6,Closed
1264,-48,Bad debt
13705,-51,Unknown
11177,-56,Bad debt
9529,-45,Unknown
14765,-28,Unknown
14720,-14,Active
5818,-39,Bad debt
1293,-15,Bad debt
5991,-7,Closed
3454,-1,Bad debt
13364,-5,Unknown
10339,-12,Active
8402,-29,Unknown
4881,-27,Bad debt
5768,-41,Active
4807,-3,Bad debt
12306,-21,Closed
6832,-11,Active
5631,-6,Active
5543,-20,Closed
7058,-16,Closed
4594,-42,Closed
11480,-54,Closed
13673,-44,Active
4595,-10,Active
2170,-38,Active
6854,-24,Bad debt
4510,-7,Closed
14477,-37,Bad debt
839,-14,Unknown
9468,-47,Bad debt
2753,-50,Bad debt
3507,-34,Closed
2893,-27,Active
12335,-56,Unknown
11276,-17,Closed
13032,-48,Closed
7656,-8,Active
8046,-47,Closed
10011,-50,Unknown
5813,-4,Closed
6945,-15,Active
2901,-11,Unknown
1264,-49,Closed
11799,-35,Closed
8917,-59,Bad debt
13813,-17,Unknown
7950,-16,Bad debt
3980,-31,Active
447,-40,Active
10783,-7,Bad debt
12273,-9,Unknown
9666,-6,Closed
5845,-39,Unknown
11630,-14,Bad debt
13925,-51,Bad debt
4947,-8,Closed
9672,-26,Bad debt
320,-16,Active
4023,-35,Closed
4691,-8,Closed
941,-52,Closed
13976,-20,Unknown
1546,-60,Bad debt
3200,-58,Bad debt
8808,-7,Active
4820,-22,Closed
4157,-3,Bad debt
2263,-8,Bad debt
885,-40,Active
12007,-2,Bad debt
11579,-31,Active
106,-38,Closed
9259,-34,Closed
9247,-43,Closed
10948,-4,Unknown
6954,-22,Closed
9010,-15,Unknown
1614,-43,Active
12085,-5,Unknown
2680,-32,Unknown
5773,-49,Bad debt
429,-43,Closed
14062,-46,Closed
2402,-5,Closed
155,-57,Unknown
10248,-32,Closed
14303,-21,Active
6200,-60,Bad debt
11104,-11,Unknown
13599,-59,Closed
13675,-56,Active
4161,-52,Active
3609,-36,Unknown
10842,-8,Unknown
8397,-56,Unknown
6750,-11,Unknown
9510,-19,Active
7469,-4,Unknown
4527,-1,Closed
12452,-29,Unknown
13415,-14,Bad debt
