SK_ID_BUREAU,SK_ID_CURR,DAYS_CREDIT,AMT_CREDIT_SUM,CREDIT_SUM_LIMIT,CREDIT_TYPE
2607,105698,-653,8655.13,8570.62,Car loan
2608,101110,-3885,20211.88,14464.75,Other
2609,109510,-562,17905.82,4774.08,Other
2610,107650,-3277,12517.37,13892.05,Credit card
2611,106181,-2678,6567.77,5627.76,Consumer credit
2612,102116,-2551,2819.55,2051.7,Other
2613,104840,-3420,16828.95,7863.74,Credit card
2614,103433,-628,35932.91,2511.13,Other
2615,111369,-2065,951.93,14234.92,Other
2616,114460,-266,32430.94,12881.76,Car loan
2617,110512,-1253,41661.92,14883.98,Consumer credit
2618,105883,-2020,7657.65,250.32,Consumer credit
2619,101764,-3833,19614.39,18171.02,Consumer credit
2620,114661,-2361,24168.27,15110.38,Credit card
2621,114395,-2807,5184.03,13361.36,Car loan
2622,109433,-1896,43621.45,15104.21,Car loan
2623,111161,-1015,36941.49,19151.27,Car loan
2624,107606,-2502,37636.78,5210.69,Consumer credit
2625,105202,-1175,43724.81,18941.23,Car loan
2626,102030,-3803,6584.97,3730.85,Car loan
2627,101961,-423,40113.79,17779.52,Credit card
2628,105064,-2264,12941.39,9170.63,Credit card
2629,112038,-3943,23310.96,3187.9,Other
2630,101744,-2130,9705.01,6946.1,Other
2631,107213,-2882,48014.49,4671.19,Car loan
2632,110233,-541,36678.39,16510.37,Car loan
2633,102571,-2948,42749.65,12086.21,Car loan
2634,108863,-3052,42579.62,15858.44,Other
2635,102882,-1470,8964.37,19504.41,Car loan
2636,111223,-2089,31524.96,19203.5,Other
2637,107050,-1323,16744.01,13305.36,Mortgage
2638,114738,-732,17451.84,1523.73,Mortgage
2639,113549,-1270,40257.4,10239.16,Consumer credit
2640,110090,-2606,15525.57,17978.0,Other
2641,100860,-3483,10260.12,6709.07,Other
2642,110622,-3391,8125.12,12063.2,Mortgage
2643,108684,-2460,45588.1,18753.96,Credit card
2644,112359,-2933,2398.84,17451.68,Car loan
2645,109523,-2632,10740.56,7399.78,Other
2646,113645,-2447,38467.11,9680.22,Car loan
2647,104754,-78,34953.15,12606.01,Credit card
2648,103703,-3480,37782.61,11919.22,Car loan
2649,102886,-249,1260.5,13182.52,Mortgage
2650,110552,-1707,37852.2,4968.4,Mortgage
2651,110535,-2987,25779.95,14987.0,Credit card
2652,111588,-463,1511.74,17092.34,Credit card
2653,109169,-2082,13623.09,17735.67,Consumer credit
2654,110628,-3244,15620.41,13132.02,Credit card
2655,105677,-2498,48200.37,5499.56,Consumer credit
2656,114336,-1515,24018.53,15326.67,Other
2657,100646,-2820,3496.37,12740.7,Consumer credit
2658,111691,-616,36033.12,16380.56,Other
2659,109008,-170,4468.28,12219.36,Consumer credit
2660,112269,-358,19461.9,16148.01,Car loan
2661,109470,-236,17528.61,2949.36,Other
2662,100347,-162,8576.6,6278.07,Car loan
2663,110799,-590,16859.49,19189.47,Car loan
2664,111995,-2538,11625.12,2132.35,Other
2665,100935,-3492,19653.75,6123.32,Mortgage
2666,111494,-3111,9000.56,17324.28,Car loan
2667,101843,-3,47925.81,7513.06,Other
2668,110787,-821,30349.46,5161.07,Credit card
2669,107402,-1287,6017.36,4184.66,Consumer credit
2670,107589,-869,34960.18,14411.4,Car loan
2671,107162,-3961,32628.95,14457.51,Mortgage
2672,113560,-3888,36231.6,5682.96,Car loan
2673,103518,-2893,24463.46,7287.48,Credit card
2674,109922,-1,22513.83,7580.08,Other
2675,106745,-2111,13277.75,8792.96,Other
2676,105734,-49,25692.51,5955.99,Credit card
2677,101698,-808,26367.39,1131.48,Car loan
2678,111292,-2266,29923.56,3975.81,Consumer credit
2679,101320,-574,25127.35,2014.08,Consumer credit
2680,108866,-673,7745.35,4861.34,Mortgage
2681,106180,-1789,22090.9,19803.47,Other
2682,105117,-1440,33557.74,12714.93,Consumer credit
2683,102492,-2791,10297.89,12348.77,Mortgage
2684,112414,-3122,4765.9,2719.18,Mortgage
2685,111116,-614,505.28,12516.82,Consumer credit
2686,105354,-2320,45538.31,2181.06,Credit card
2687,101085,-2916,7922.0,6921.71,Car loan
2688,107737,-160,41591.57,8310.61,Other
2689,110852,-1938,4507.03,13317.21,Consumer credit
2690,103878,-2833,29652.17,766.58,Credit card
2691,101508,-1969,42015.6,11117.0,Credit card
2692,104018,-1483,903.41,6069.79,Credit card
2693,106899,-2558,43831.93,8531.27,Car loan
2694,100195,-2011,3829.13,12033.74,Car loan
2695,102133,-3907,40442.19,13401.94,Consumer credit
2696,108641,-869,36626.54,4291.51,Other
2697,110204,-3964,16061.58,2065.51,Mortgage
2698,101352,-3435,1546.78,18590.77,Other
2699,100550,-2816,1991.91,14669.47,Mortgage
2700,106907,-3200,8816.88,3894.86,Mortgage
2701,111704,-2795,12411.5,14097.15,Car loan
2702,111803,-1346,34713.24,19947.9,Consumer credit
2703,107816,-3158,26478.74,9004.33,Credit card
2704,111976,-1990,19413.17,4818.46,Mortgage
2705,107709,-3742,23903.33,2070.1,Mortgage
2706,107906,-3243,45533.4,9880.07,Car loan
2707,113118,-3148,36500.3,8739.59,Mortgage
2708,111887,-1435,9843.85,9949.6,Mortgage
2709,111255,-3712,19270.24,13937.8,Other
2710,102661,-272,27903.07,11929.15,Consumer credit
2711,110893,-3846,4909.59,8606.32,Credit card
2712,104375,-2621,43127.66,19559.28,Credit card
2713,109308,-67,19190.71,6294.73,Other
2714,113662,-2934,6710.49,13220.1,Consumer credit
2715,106841,-2733,19631.29,3641.15,Consumer credit
2716,103726,-3097,46090.68,18154.39,Other
2717,108971,-3997,24512.1,12586.17,Mortgage
2718,114433,-3672,25191.01,18213.78,Consumer credit
2719,111129,-2929,6268.63,18948.52,Credit card
2720,109193,-2251,26633.74,12983.55,Credit card
2721,113932,-1575,19844.22,17525.51,Credit card
2722,109809,-3423,28230.58,19836.69,Credit card
2723,108675,-1972,34106.29,18092.14,Car loan
2724,108521,-2274,34952.61,16523.53,Car loan
2725,106203,-3782,47457.68,12267.66,Consumer credit
2726,104938,-1295,46133.51,13132.55,Credit card
2727,108539,-3357,20371.18,14049.79,Mortgage
2728,100255,-891,35077.12,9657.51,Other
2729,105183,-3819,9364.34,8206.5,Consumer credit
2730,107259,-3132,32610.93,10810.01,Mortgage
2731,104316,-901,881.98,3505.01,Other
2732,100642,-3869,10333.19,8257.34,Other
2733,102650,-288,29183.1,17988.78,Consumer credit
2734,105037,-1028,5780.44,14708.42,Consumer credit
2735,111735,-953,34917.64,2822.07,Other
2736,110003,-1804,30889.07,11847.36,Credit card
2737,106069,-2722,10448.42,17678.21,Car loan
2738,113747,-3198,26123.95,2370.12,Consumer credit
2739,113892,-3985,9051.57,135.8,Other
2740,101983,-1737,44486.8,2818.25,Credit card
2741,106081,-1683,14230.45,18824.3,Consumer credit
2742,105540,-20,45020.65,10869.15,Other
2743,114633,-67,42098.46,11497.76,Other
2744,104997,-1846,38284.76,543.38,Car loan
2745,108932,-3195,47668.91,5989.16,Credit card
2746,112361,-1451,36208.33,18477.25,Credit card
2747,106989,-2004,1824.62,10667.19,Consumer credit
2748,109777,-3557,31474.65,4850.27,Mortgage
2749,110572,-1076,21345.17,9090.67,Car loan
2750,104356,-1657,20276.86,16607.47,Other
2751,105868,-1721,17796.62,17681.68,Other
2752,114413,-2241,26158.66,2849.89,Car loan
2753,109027,-2652,22338.24,14142.48,Consumer credit
2754,108309,-425,38902.98,5774.72,Other
2755,112777,-1610,13694.95,19682.45,Credit card
2756,103540,-1903,38644.67,18202.5,Mortgage
2757,112622,-1694,21807.45,16585.65,Credit card
2758,111045,-883,49835.48,5884.24,Mortgage
2759,101113,-2728,11919.43,9920.03,Credit card
2760,105876,-2095,9693.51,10833.78,Mortgage
2761,101182,-1701,36932.47,6574.77,Other
2762,105654,-1126,37107.17,4706.15,Car loan
2763,106308,-2882,43367.21,15208.13,Mortgage
2764,106197,-801,45876.16,19004.76,Consumer credit
2765,107705,-1404,38057.48,14279.98,Other
2766,105867,-2543,1827.92,16669.99,Credit card
2767,112148,-3198,35931.41,19241.82,Credit card
2768,105248,-3458,35491.47,18394.24,Other
2769,103686,-3965,12907.39,12974.67,Credit card
2770,104762,-3416,44925.23,13429.16,Mortgage
2771,106464,-391,47718.84,5995.51,Car loan
2772,100798,-3699,9233.29,10423.24,Other
2773,110772,-1656,11156.76,2516.37,Other
2774,101405,-3437,38987.52,2063.39,Consumer credit
2775,106268,-1086,4957.33,16821.33,Mortgage
2776,107940,-843,38718.73,17989.85,Credit card
2777,103193,-3806,36697.89,10632.76,Mortgage
2778,112083,-492,9591.12,830.48,Consumer credit
2779,107121,-1947,37848.36,2913.58,Consumer credit
2780,112605,-2787,42565.26,7669.64,Mortgage
2781,111627,-2881,30256.01,234.7,Consumer credit
2782,111663,-628,4002.98,18376.26,Mortgage
2783,107059,-3983,48516.14,3690.03,Other
2784,100882,-2753,32870.72,9327.21,Mortgage
2785,106453,-3101,47054.4,11651.78,Other
2786,114630,-1260,8178.68,9387.31,Car loan
2787,108822,-2053,35531.94,19267.62,Consumer credit
2788,103190,-3344,19706.23,9396.36,Mortgage
2789,107585,-1449,39766.11,19402.74,Consumer credit
2790,107977,-595,36868.72,15816.58,Credit card
2791,111014,-1621,22901.82,1040.09,Credit card
2792,114763,-588,25013.9,7691.33,Mortgage
2793,101119,-2746,8201.41,1862.74,Mortgage
2794,101291,-2257,27731.61,19784.86,Car loan
2795,102640,-1776,9154.61,1605.32,Car loan
2796,105637,-1895,39885.39,12784.51,Mortgage
2797,101987,-360,16257.73,5643.85,Consumer credit
2798,105077,-1418,42924.57,6389.66,Other
2799,108768,-1903,29875.64,6619.04,Car loan
2800,106890,-1752,691.02,8242.6,Mortgage
2801,113739,-787,20822.23,2202.21,Mortgage
2802,101821,-2689,40952.12,19571.52,Other
2803,114959,-3765,38040.05,3200.81,Consumer credit
2804,110172,-3851,13030.66,1941.64,Mortgage
2805,108195,-1469,37157.11,2126.31,Consumer credit
2806,108447,-428,34400.38,10819.49,Car loan
2807,113015,-733,19631.03,9031.94,Mortgage
2808,112855,-3155,17803.72,11974.45,Car loan
2809,113658,-2505,12574.54,2410.17,Other
2810,103022,-3649,36347.9,5523.83,Consumer credit
2811,111405,-2754,24892.73,19629.37,Mortgage
2812,102711,-1705,20830.8,19801.66,Other
2813,107655,-2801,44504.76,2454.9,Other
2814,101914,-209,22815.14,19205.18,Credit card
2815,104704,-3445,4416.62,17793.93,Credit card
2816,106624,-345,14458.74,9739.4,Credit card
2817,111712,-3596,32338.57,14169.46,Credit card
2818,113399,-2137,15363.56,13012.79,Consumer credit
2819,101402,-294,47227.79,17793.49,Car loan
2820,111475,-3479,6001.8,14729.77,Other
2821,103594,-2251,3689.68,8604.78,Other
2822,111742,-50,35837.13,18704.21,Mortgage
2823,106135,-2185,33882.18,5917.99,Consumer credit
2824,108735,-2998,22964.72,9068.47,Mortgage
2825,108477,-3411,31648.07,5521.8,Credit card
2826,111556,-1084,11470.42,12620.91,Car loan
2827,109042,-3995,17694.41,10845.65,Car loan
2828,100231,-3981,27162.41,18000.8,Mortgage
2829,100301,-2088,13857.4,16867.05,Consumer credit
2830,113613,-3023,20291.1,14872.39,Other
2831,108322,-2690,38669.22,12858.26,Other
2832,103398,-1550,11506.96,13226.13,Mortgage
2833,105552,-3428,36598.66,7715.26,Credit card
2834,109127,-726,45066.84,17442.99,Other
2835,100264,-1227,1339.19,6304.86,Mortgage
2836,104641,-25,1316.27,10066.13,Other
2837,101514,-3310,25160.42,16373.56,Mortgage
2838,105819,-3537,14749.86,10878.13,Car loan
2839,109007,-534,32518.52,8369.15,Consumer credit
2840,103362,-1753,35207.77,4247.07,Other
2841,103394,-55,8188.41,16598.11,Consumer credit
2842,107603,-1945,41783.03,2678.39,Mortgage
2843,102277,-3844,12136.02,17054.68,Consumer credit
2844,102917,-3396,25865.53,11094.26,Car loan
2845,111829,-2033,21490.63,8989.18,Credit card
2846,104571,-1686,23179.62,1495.94,Consumer credit
2847,100753,-3451,48319.17,3329.34,Mortgage
2848,100769,-879,42268.68,5077.28,Mortgage
2849,108686,-195,13444.0,1490.03,Credit card
2850,106086,-2550,37253.34,18576.59,Credit card
2851,114071,-3494,43088.53,10810.6,Car loan
2852,112308,-1975,23684.25,3276.79,Other
2853,100408,-3455,39866.45,19174.74,Car loan
2854,105855,-1096,30451.19,12773.08,Car loan
2855,113698,-3161,11274.66,1507.81,Credit card
2856,110956,-3545,23211.26,12980.4,Mortgage
2857,110701,-1168,7880.91,4695.41,Consumer credit
2858,105558,-575,27533.41,18429.62,Mortgage
2859,107075,-2188,41403.32,16337.99,Mortgage
2860,102983,-264,25960.49,10111.68,Consumer credit
2861,100996,-493,41478.45,8468.06,Other
2862,110391,-151,21834.17,3871.39,Consumer credit
2863,110076,-1430,19247.6,3959.65,Mortgage
2864,112642,-210,49004.07,4532.49,Mortgage
2865,110907,-295,15600.75,11158.9,Credit card
2866,102283,-3653,7224.4,13756.67,Other
2867,108525,-730,5570.06,7036.66,Consumer credit
2868,106104,-2321,17202.82,13837.99,Consumer credit
2869,100611,-3610,17879.93,19410.83,Mortgage
2870,109606,-2811,38018.12,10638.82,Mortgage
2871,104318,-544,19747.69,11977.04,Credit card
2872,111977,-75,38700.25,3236.86,Mortgage
2873,104067,-244,7205.29,2378.62,Car loan
2874,101404,-3758,10248.04,4851.05,Mortgage
2875,103714,-3901,43401.0,17974.54,Credit card
2876,106037,-2781,42972.72,18964.47,Mortgage
2877,111622,-2277,14191.5,11931.05,Car loan
2878,105225,-2028,47717.64,2767.63,Consumer credit
2879,103842,-1656,33864.8,2320.93,Car loan
2880,114554,-663,20703.01,6461.95,Consumer credit
2881,102836,-2593,25193.21,2173.06,Other
2882,113405,-2785,24650.12,15899.54,Consumer credit
2883,104635,-3219,25759.91,6074.78,Consumer credit
2884,105710,-2043,9361.2,11219.79,Car loan
2885,104802,-1912,18455.66,17095.9,Other
2886,113172,-1910,26882.38,3647.56,Consumer credit
2887,114141,-509,34149.48,9638.29,Consumer credit
2888,104476,-1120,40154.04,19095.43,Mortgage
2889,111258,-1323,8239.7,6213.11,Car loan
2890,108585,-1544,30822.37,8847.72,Credit card
2891,110407,-1965,24403.68,17271.78,Mortgage
2892,112285,-712,48644.56,1569.61,Credit card
2893,107000,-1107,47890.69,11174.45,Other
2894,102862,-847,26191.41,18112.9,Car loan
2895,110013,-2608,27944.3,4789.91,Mortgage
2896,112978,-2178,30788.37,15345.85,Car loan
2897,108945,-3603,46368.62,7004.55,Consumer credit
2898,100291,-406,39480.61,3980.13,Credit card
2899,114203,-1415,2117.4,12526.0,Consumer credit
2900,109067,-1141,23752.83,13429.09,Consumer credit
2901,114678,-2386,45124.73,10724.47,Credit card
2902,113233,-1612,38621.04,17910.7,Consumer credit
2903,102877,-3570,42722.22,11722.0,Other
2904,104859,-2861,38466.68,1688.17,Other
2905,113411,-1682,9340.97,974.16,Car loan
2906,110772,-3319,1923.21,5035.19,Consumer credit
2907,113328,-183,4604.22,10254.05,Consumer credit
2908,103329,-1565,48115.98,12780.31,Mortgage
2909,108457,-283,33076.55,6910.78,Other
2910,105419,-3485,39435.6,17584.48,Car loan
2911,106237,-2218,37708.66,5611.4,Other
2912,114605,-1218,16113.23,3150.68,Car loan
2913,109638,-330,17792.32,16499.47,Consumer credit
2914,100239,-3551,32724.36,10492.62,Other
2915,109788,-3867,37341.07,1518.76,Consumer credit
2916,100147,-2210,5596.76,9942.77,Credit card
2917,108177,-3405,42314.69,427.69,Car loan
2918,104266,-2199,40564.6,9772.42,Car loan
2919,105276,-2586,47596.68,5378.05,Mortgage
2920,114131,-1056,35060.57,4191.42,Mortgage
2921,113982,-3449,44482.68,12739.38,Consumer credit
2922,109412,-1685,708.39,679.35,Mortgage
2923,102142,-3491,1912.94,2665.78,Other
2924,107535,-3834,47990.35,10210.01,Car loan
2925,107710,-2681,48803.41,10749.62,Mortgage
2926,113829,-1728,2599.2,9058.43,Other
2927,106456,-2873,29989.34,18099.91,Car loan
2928,101770,-932,34324.9,11711.1,Consumer credit
2929,104377,-655,49216.23,15895.76,Mortgage
2930,111421,-975,23447.42,2744.02,Credit card
2931,109898,-762,7270.49,16378.01,Car loan
2932,107167,-3292,39095.08,4881.9,Other
2933,101027,-767,31817.5,150.29,Consumer credit
2934,113617,-2520,48708.27,6519.68,Mortgage
2935,110927,-3975,12169.88,18531.46,Consumer credit
2936,113072,-2022,3457.04,6067.35,Consumer credit
2937,105456,-2331,6777.19,2017.03,Consumer credit
2938,110162,-200,26377.47,4541.41,Mortgage
2939,110231,-2242,12216.17,17907.41,Other
2940,101358,-328,33374.5,12562.79,Other
2941,108481,-112,37446.22,2445.85,Other
2942,111266,-2935,29252.11,6686.6,Other
2943,101176,-1284,46920.41,10091.64,Credit card
2944,100646,-1705,45754.59,14682.53,Consumer credit
2945,105983,-2696,44314.53,4878.61,Consumer credit
2946,111635,-2042,24149.97,2925.64,Car loan
2947,110801,-1018,35545.37,3714.83,Mortgage
2948,101340,-922,37528.61,6926.01,Mortgage
2949,108788,-3939,42856.33,8700.98,Car loan
2950,106060,-1731,33057.98,19568.06,Credit card
2951,101080,-3777,34467.14,6815.34,Other
2952,108981,-2233,14697.57,16789.46,Credit card
2953,113887,-1238,42770.92,8654.71,Consumer credit
2954,112805,-1362,35078.93,14371.11,Other
2955,108234,-3146,16593.09,1169.79,Other
2956,114105,-1572,33937.57,8955.84,Credit card
2957,107618,-2844,18842.04,6917.74,Consumer credit
2958,105474,-140,32197.89,16684.7,Credit card
2959,108860,-3706,10871.08,9028.76,Consumer credit
2960,112343,-2944,47173.97,99.44,Mortgage
2961,106204,-2254,3500.5,5060.4,Consumer credit
2962,107790,-2719,30571.22,8453.55,Credit card
2963,100974,-597,20795.89,1721.71,Other
2964,108844,-2794,21991.53,16935.07,Credit card
2965,111856,-545,46979.23,8863.54,Consumer credit
2966,114258,-3737,4942.0,16832.33,Credit card
2967,101775,-2282,31393.95,15678.46,Mortgage
2968,107020,-3025,755.93,14432.87,Consumer credit
2969,102818,-1310,47530.27,14850.21,Car loan
2970,102837,-345,36042.49,6920.85,Other
2971,105152,-110,18257.32,8269.55,Car loan
2972,109542,-224,39571.79,11292.37,Mortgage
2973,108388,-2300,3645.42,16668.22,Credit card
2974,104754,-1926,47702.43,10642.7,Car loan
2975,108829,-2573,39954.21,3151.91,Consumer credit
2976,106837,-472,8934.39,3631.3,Consumer credit
2977,110858,-2020,49675.18,700.92,Consumer credit
2978,110286,-3846,6200.85,322.84,Mortgage
2979,102843,-429,49864.74,3592.15,Car loan
2980,104998,-374,10219.54,17332.11,Car loan
2981,110148,-1646,13977.19,16322.14,Credit card
2982,107981,-1834,32332.86,10485.59,Other
2983,107919,-1313,24721.29,19045.89,Consumer credit
2984,106636,-3397,32695.38,16951.51,Other
2985,109733,-359,15610.26,18108.16,Credit card
2986,102609,-1759,6811.61,8223.11,Mortgage
2987,114001,-3250,37999.17,9895.09,Other
2988,112800,-2691,3725.84,2904.39,Other
2989,110485,-3984,36563.21,17141.29,Other
2990,103604,-1872,22511.91,13794.92,Mortgage
2991,103770,-2326,24699.33,19384.8,Mortgage
2992,114941,-901,37768.97,9355.56,Car loan
2993,102664,-3198,22879.8,6628.68,Car loan
2994,112393,-2719,32561.26,3104.41,Credit card
2995,100377,-3339,5530.91,10490.26,Credit card
2996,105741,-1479,39561.5,9319.03,Mortgage
2997,101741,-1145,29549.96,14838.39,Consumer credit
2998,111892,-1117,18511.37,17392.63,Other
2999,103561,-3412,41956.55,5940.3,Credit card
3000,101727,-1196,48989.65,10412.1,Credit card
3001,113227,-3107,22550.36,1085.21,Mortgage
3002,106873,-2873,1608.38,13818.86,Other
3003,109043,-112,26532.61,6233.61,Car loan
3004,112042,-2242,9781.21,9169.14,Other
3005,113711,-115,15026.16,14395.04,Mortgage
3006,102866,-1318,4159.16,19390.83,Car loan
3007,102796,-415,42206.32,17687.65,Car loan
3008,108555,-2186,32901.33,9040.07,Other
3009,106646,-1523,34930.77,10977.67,Other
3010,108889,-1206,38785.77,17853.03,Consumer credit
3011,100370,-379,10744.99,12375.41,Credit card
3012,103356,-183,31262.53,14422.53,Other
3013,105465,-2805,43304.7,13798.86,Mortgage
3014,111198,-2959,9084.55,17591.37,Other
3015,105243,-2146,38629.45,1512.04,Consumer credit
3016,105297,-2670,7311.36,4915.02,Credit card
3017,106674,-444,27375.43,19576.08,Mortgage
3018,105605,-215,4057.78,3081.97,Car loan
3019,110781,-2421,41425.92,11653.37,Credit card
3020,109725,-2693,3082.11,2455.71,Credit card
3021,112363,-900,21242.59,13305.08,Credit card
3022,102968,-1682,32389.83,3674.94,Consumer credit
3023,110439,-2125,45625.93,9782.98,Car loan
3024,103694,-1645,49099.17,13770.23,Consumer credit
3025,110990,-1426,47025.42,267.51,Other
3026,106573,-3302,19609.81,19326.27,Car loan
3027,100924,-3842,1244.18,2488.79,Consumer credit
3028,113362,-832,37117.66,19334.25,Credit card
3029,101291,-2048,32887.71,19689.93,Car loan
3030,114822,-1092,32906.15,4556.35,Car loan
3031,105959,-3920,17460.28,7313.01,Mortgage
3032,102979,-3357,2668.21,5874.2,Credit card
3033,101651,-2810,35725.48,12263.74,Consumer credit
3034,108186,-2266,38068.21,6977.2,Credit card
3035,105756,-3800,7389.32,12675.28,Consumer credit
3036,113693,-951,41037.95,4815.46,Consumer credit
3037,108490,-2438,5312.71,8015.45,Car loan
3038,100272,-3233,32840.26,2293.45,Consumer credit
3039,113207,-1003,35989.28,2971.35,Credit card
3040,114899,-3348,12625.88,12617.55,Car loan
3041,112964,-1826,16661.16,11364.22,Consumer credit
3042,111504,-1090,22049.92,12930.67,Credit card
3043,112690,-763,19078.85,10443.47,Mortgage
3044,105985,-3972,43159.96,13695.07,Consumer credit
3045,103844,-640,20667.66,18390.54,Consumer credit
3046,109087,-751,8483.14,8293.07,Other
3047,113217,-1227,4689.84,15581.15,Consumer credit
3048,107309,-1382,8567.16,6891.98,Consumer credit
3049,100900,-43,22832.14,3900.77,Credit card
3050,110632,-1500,43721.83,5944.61,Mortgage
3051,111097,-411,23212.29,2712.31,Car loan
3052,103759,-2649,4707.12,12702.5,Mortgage
3053,101954,-2836,6597.89,7209.98,Other
3054,109946,-1758,12573.24,7435.07,Mortgage
3055,111357,-1282,17612.35,16923.62,Credit card
3056,110684,-883,31110.5,7972.8,Mortgage
3057,105108,-2451,48013.52,3128.85,Other
3058,106454,-340,42099.12,4383.75,Car loan
3059,100114,-2627,9637.57,3761.3,Car loan
3060,114653,-2215,34213.79,15065.0,Mortgage
3061,107882,-1278,27279.0,15925.46,Credit card
3062,109621,-1628,20756.1,4790.75,Credit card
3063,103875,-1793,43274.63,17878.49,Consumer credit
3064,106631,-38,41092.46,1253.43,Credit card
3065,105660,-2350,35559.74,9818.75,Mortgage
3066,105378,-2186,2115.96,8026.7,Car loan
3067,107855,-1900,47627.62,9692.03,Consumer credit
3068,112774,-2533,12727.22,9018.82,Other
3069,113801,-3956,3773.89,2558.9,Mortgage
3070,113608,-2653,31481.53,17244.82,Car loan
3071,111454,-535,22878.25,18986.28,Mortgage
3072,112816,-260,9771.51,7019.74,Other
3073,111776,-17,25383.11,8914.92,Consumer credit
3074,112525,-3029,15856.05,6768.96,Credit card
3075,112093,-3030,39376.34,5090.24,Other
3076,104747,-1305,25305.83,4033.93,Car loan
3077,107362,-3871,41929.85,2077.23,Other
3078,109216,-1777,11586.13,18419.5,Consumer credit
3079,101100,-2804,15820.81,15365.8,Car loan
3080,110073,-2030,26707.3,17460.81,Mortgage
3081,102291,-1208,12857.92,16919.04,Mortgage
3082,107863,-1764,29344.69,811.35,Mortgage
3083,110988,-3884,1618.3,5647.39,Credit card
3084,114358,-308,15310.38,2273.17,Car loan
3085,110771,-3572,10080.66,4729.21,Consumer credit
3086,100045,-3997,15680.36,12925.25,Credit card
3087,109943,-567,12376.84,1764.47,Credit card
3088,107354,-3711,36710.91,14440.81,Mortgage
3089,110512,-1514,35816.88,17692.05,Mortgage
3090,100220,-2941,17371.79,8010.77,Other
3091,104674,-1829,13673.93,1923.75,Consumer credit
3092,108776,-1353,44582.19,15308.28,Consumer credit
3093,110779,-595,4050.75,18758.79,Consumer credit
3094,103223,-3139,39361.41,19404.52,Credit card
3095,111677,-2480,44547.66,18733.1,Other
3096,113667,-2377,28315.33,16449.46,Credit card
3097,104782,-1232,27714.78,17103.0,Car loan
3098,112811,-3260,24015.29,6721.08,Consumer credit
3099,106384,-3418,20639.23,17619.72,Other
3100,103978,-3748,44991.86,12028.83,Consumer credit
3101,104118,-2466,24597.38,15133.78,Car loan
3102,108801,-321,4047.1,10483.9,Car loan
3103,110173,-1920,30978.19,2170.09,Other
3104,105910,-3744,4507.17,15748.46,Other
3105,110339,-1769,44485.71,9555.34,Consumer credit
3106,113915,-761,4748.0,1228.41,Consumer credit
3107,103740,-1428,36362.5,11922.78,Credit card
3108,103948,-3913,11314.19,15167.29,Credit card
3109,101309,-700,13770.74,4425.71,Credit card
3110,109053,-3500,17144.6,325.5,Credit card
3111,112212,-1535,32504.09,19844.05,Mortgage
3112,108580,-1793,32730.41,11079.66,Mortgage
3113,108187,-3361,24385.22,10971.36,Car loan
3114,104680,-29,48215.86,8687.35,Car loan
3115,107063,-249,4354.25,18006.63,Mortgage
3116,113626,-208,47333.64,15966.86,Consumer credit
3117,110222,-2160,21399.01,16252.07,Other
3118,113733,-3826,23181.57,3601.87,Consumer credit
3119,112891,-3957,3000.43,86.76,Other
3120,103476,-1848,24724.71,10275.79,Car loan
3121,108701,-2176,40946.42,19355.32,Other
3122,114507,-1051,11636.24,7489.37,Consumer credit
3123,108938,-913,48870.37,5844.63,Mortgage
3124,101542,-3099,31076.37,5422.11,Credit card
3125,104954,-1539,40516.65,13487.74,Consumer credit
3126,102928,-1441,14794.06,18549.58,Credit card
3127,101139,-1120,26857.71,3197.32,Mortgage
3128,110374,-3767,40401.42,12173.44,Car loan
3129,104425,-435,6249.8,19092.63,Credit card
3130,106284,-1949,11565.7,17647.7,Credit card
3131,102824,-3210,31811.33,10101.88,Consumer credit
3132,108805,-1413,32434.78,5690.89,Other
3133,112209,-2945,15128.39,15640.8,Consumer credit
3134,114256,-2860,20388.37,19617.84,Credit card
3135,110025,-1230,48519.96,10330.37,Credit card
3136,102936,-1394,1730.86,11764.65,Other
3137,109365,-1494,24683.65,19390.28,Other
3138,101982,-3640,1916.1,18794.45,Consumer credit
3139,114632,-1481,45279.91,11110.03,Car loan
3140,104232,-3832,37921.03,2288.5,Other
3141,110361,-3414,35445.58,16359.77,Other
3142,114074,-2431,15095.9,12793.32,Car loan
3143,104190,-3884,9948.55,10365.59,Car loan
3144,113570,-3169,39463.62,4983.19,Credit card
3145,101254,-103,28361.28,122.59,Car loan
3146,105930,-150,7757.78,12806.56,Mortgage
3147,105873,-1024,7138.33,17908.22,Car loan
3148,100620,-3892,34219.16,6976.47,Car loan
3149,111827,-2479,23312.99,2913.05,Credit card
3150,109494,-1512,9091.65,2657.8,Credit card
3151,100879,-2560,6470.14,1577.95,Consumer credit
3152,112150,-971,40901.76,17575.12,Mortgage
3153,109411,-390,18435.24,5256.32,Credit card
3154,108210,-1102,22854.06,14149.59,Consumer credit
3155,112054,-3939,41953.86,7572.37,Credit card
3156,112800,-3136,47490.66,15139.32,Car loan
3157,113582,-2115,20010.78,14838.97,Car loan
3158,110478,-3798,33028.77,9293.52,Mortgage
3159,111048,-2793,18701.61,13680.3,Consumer credit
3160,113381,-2222,26644.65,9357.44,Credit card
3161,103247,-2343,43332.51,15354.89,Car loan
3162,109104,-861,32674.49,9060.78,Other
3163,104046,-174,36058.12,6975.06,Mortgage
3164,113411,-2549,16777.64,5257.2,Other
