SK_ID_CURR,SK_ID_PREV,DAYS_INSTALLMENT,AMT_INSTALLMENT
113339,11206,-256,4472.91
104173,3494,357,777.56
109406,13185,-344,1189.42
103590,12017,-167,3020.97
105890,11801,63,4950.27
105317,2720,216,3206.69
109769,12683,143,1944.14
113969,8552,-103,3481.33
107368,9798,257,4996.57
100622,3336,341,1496.84
110529,6688,-71,1144.63
112058,13466,197,4495.19
111870,7017,162,4365.54
100701,4341,244,3933.79
107411,6149,-265,4101.07
105141,5751,-361,4178.06
104872,11514,32,3783.08
109841,2248,-178,4556.29
107772,10845,35,1601.67
113858,14573,39,753.52
104246,12365,190,2110.87
105267,10609,220,3207.33
107859,10143,-11,593.04
112140,9324,142,3317.91
109191,14804,168,3555.21
111186,7925,-248,914.29
101942,11814,42,4826.89
104730,10899,-2,2296.01
112842,1101,-33,4283.7
108830,1939,-85,3538.59
100728,3574,-10,3276.31
103325,9580,-221,4017.43
106894,12482,-158,1978.96
107300,8019,135,2786.85
111909,14076,318,1433.87
112528,9417,256,2494.27
103974,9952,240,4083.7
102585,7760,240,2889.01
102275,14816,-242,1615.55
112015,4788,-74,3092.2
107689,11172,197,4481.51
112888,1565,356,742.72
101509,6592,-83,3809.52
100593,13164,262,4017.43
114431,5191,-51,3860.84
100319,2378,-208,1053.33
100538,2867,125,2795.01
101688,9416,204,2963.41
108396,12427,-136,1970.92
106907,1711,-21,1419.47
100263,1582,-29,4814.19
109069,689,26,3721.87
101993,828,107,3839.56
101163,12250,-311,3652.55
104169,1252,231,588.73
113003,4445,-325,1441.63
109611,9327,338,2810.57
110401,13236,163,3206.31
105483,10491,-87,1292.07
103645,11609,133,1025.58
106170,10913,-268,4231.79
109983,10892,-334,1229.19
110517,13883,-36,3785.32
110582,12820,-16,4956.61
100243,11981,-249,3412.84
101169,4337,28,1065.88
112105,7430,-68,4147.44
104458,8791,349,2691.09
106716,11181,-254,3575.63
112132,11708,-134,4349.98
113952,10779,335,728.31
113249,2224,-223,1511.05
102166,2665,280,3252.6
107597,7001,-106,2275.66
103560,14223,-98,4187.36
112107,11406,-330,551.89
114715,13143,174,1946.16
103913,1758,114,2719.51
101005,14428,-276,724.99
109105,9300,-60,1909.87
113528,6902,-291,4514.78
114530,9191,-117,4170.82
105784,3597,327,4173.68
109969,1209,223,3731.94
105917,2475,107,4003.71
104265,11434,43,2352.54
102400,12853,-277,2135.56
103074,7337,-128,4663.26
100323,8598,314,3705.03
110721,12775,64,3740.01
105936,14645,166,579.65
114624,4016,-278,4571.91
108422,12864,-235,2259.01
103635,351,-28,567.84
102567,863,249,4324.45
111743,12166,-140,652.01
107262,11570,-103,3493.95
103595,12020,349,1526.49
110008,10792,-332,2558.62
100302,706,-327,2164.71
109221,13015,143,869.45
114972,12559,-294,4662.93
106417,9370,-137,1528.15
108537,705,-312,521.14
100866,3166,51,4610.89
103904,5587,351,3356.16
104385,7130,40,3294.24
108482,1164,304,4540.69
108657,14276,363,1637.72
112915,1477,-125,1797.22
104514,737,-112,4860.47
107031,13344,260,4624.5
106546,1547,40,4160.15
105880,5224,-343,3846.38
114387,4163,233,4788.49
104070,12454,-358,3031.94
106999,6152,231,3735.45
106147,8984,180,3856.67
114709,1999,103,2465.51
108072,13552,352,2983.59
100725,14296,-33,2195.45
108897,9242,297,3153.76
112128,14114,151,1894.24
106555,6193,-307,1513.76
114208,7009,206,2036.36
102945,1635,174,1673.44
105958,10267,-26,2875.52
110643,3674,2,1609.91
102324,6918,-349,4557.92
107184,9056,350,742.56
107520,4293,-185,3825.15
103657,11505,-239,4572.39
105325,14615,-254,3058.26
113526,9274,-16,4625.57
101787,7825,-212,2377.06
101922,8884,174,2654.39
101659,323,65,3989.15
101082,14765,274,4116.58
100803,12480,-260,3216.61
106616,780,-241,2801.54
105995,13372,-60,4979.19
106161,8978,201,1122.82
107441,7098,32,2739.74
106891,11511,55,2081.09
109147,4550,-296,2689.81
112816,5637,232,2250.04
106893,10672,118,3415.6
114153,2691,232,4867.81
106342,3321,-61,2727.46
100564,12817,-213,2709.56
114182,11058,322,1739.9
104500,1635,249,1518.0
111534,2292,238,3447.67
103617,1962,204,4366.93
103446,8404,-47,2112.54
104501,4033,-128,1615.57
111817,10923,142,4421.48
111326,1955,54,3273.49
102148,10418,-210,2040.51
100929,1785,196,2837.65
102092,1792,114,1029.32
101972,4337,-224,1782.45
108751,8553,345,4465.31
112291,8850,-152,3473.89
107784,61,-219,1390.5
103309,1220,128,3506.65
113416,9528,-309,3869.18
109021,1352,254,4871.46
108457,567,-320,4174.31
102051,13206,46,3623.66
110621,14962,-77,1602.46
106401,9976,-237,4872.52
110697,10826,-194,4397.59
108681,10357,98,888.1
105413,840,179,2946.46
111211,739,-225,1588.59
103029,10840,219,2080.4
102856,7822,-248,1224.12
110701,443,173,3555.96
113169,13461,-281,4433.97
106585,5309,-305,823.55
112486,14535,-236,2946.21
100660,444,232,3390.81
107740,7356,77,2512.04
102893,9032,156,3491.87
111593,3990,126,1874.57
109323,10246,325,4541.02
109174,5527,309,4068.99
112038,3531,-95,1821.23
108850,12761,115,1080.89
108663,5428,101,2754.57
111108,10249,257,4007.37
106865,12130,77,1678.35
107274,4326,203,2726.82
104012,12116,28,3760.86
112424,2362,266,4796.39
101447,4431,189,617.15
107820,5940,112,535.48
104442,9663,-303,3579.4
106509,9838,63,4904.4
105608,10247,-49,2298.62
101558,9322,-72,811.65
104850,11781,-8,892.61
105047,6321,-343,3742.47
100134,7473,-104,4349.95
112137,8200,-193,2632.73
105882,4412,265,3313.38
101450,2953,89,3282.07
108571,1518,-289,2859.25
102947,10088,-110,3184.23
103883,14464,-218,3627.26
114725,10238,231,575.24
107502,12617,166,604.13
100473,9697,-146,2400.24
108785,4084,115,1433.71
109486,5631,-28,1122.17
109487,11154,305,1250.22
105529,14957,107,3898.06
100835,10468,190,3454.3
113111,4827,222,2995.6
108932,4829,185,3320.45
103597,10375,201,3059.26
107469,216,125,856.61
112028,7703,220,1032.13
110756,6260,98,3155.31
107223,303,-142,749.17
114757,2749,-359,3386.86
104015,10990,-349,4337.88
114414,11401,66,4112.83
104302,5885,-267,4297.18
104679,253,216,4763.86
103862,10859,-336,991.8
107382,12754,251,4760.62
106749,14120,86,3553.84
102200,13437,-213,853.26
104492,8125,197,2019.62
108707,8318,-159,4120.53
102661,3117,-333,1345.31
109140,6799,-213,4628.26
106402,3747,108,3886.14
105711,8367,-192,1683.48
114186,6291,-68,1409.46
108247,7551,203,2488.83
114760,5473,351,4465.44
111420,10013,-285,1260.98
108171,842,-283,3917.13
108681,6616,-79,514.9
111444,288,205,2623.14
102677,14061,337,1807.12
107438,4298,357,4735.5
111046,3109,-303,4093.55
107694,6151,-59,2684.68
111131,237,68,3882.86
113339,7163,69,1021.33
104129,12766,-24,4214.72
106969,6306,-154,741.49
112033,12934,106,2846.92
107281,11361,-324,2620.43
101020,8811,-19,1635.97
106061,473,178,1878.34
114779,7002,-38,635.13
109539,10700,-3,4773.82
104159,3253,-66,778.26
107994,8824,-352,1616.14
109642,6176,168,4459.08
102302,1552,313,1628.02
103655,10284,134,772.74
100243,4451,246,2308.08
107094,12863,-314,3617.66
107013,5176,188,2723.0
112491,280,-162,3051.66
106151,8991,346,4181.81
100487,11474,-295,4808.12
109978,6573,80,4504.89
111830,617,185,4180.61
110664,12427,314,3186.02
110306,2667,337,3496.97
106728,5583,-289,854.66
101118,11254,129,830.2
103983,11517,-228,4889.33
106132,3160,19,1114.98
111862,8771,-135,1780.46
105204,13529,-225,2472.15
107311,1859,28,746.73
102294,14118,95,3457.13
100219,9851,-177,1724.77
104617,11993,224,618.58
111489,8713,-244,4076.5
105638,1468,221,2366.37
107962,992,2,1499.44
112458,13186,287,3824.83
110586,2648,-69,966.31
102245,14107,243,1845.17
100914,8061,12,3898.0
106366,6641,148,1959.48
104201,8706,-259,4516.95
101120,3309,38,2507.59
111182,4315,-189,4265.94
108473,7598,154,3554.97
100706,2982,118,4298.24
100553,14676,-181,3976.12
110572,10948,191,3670.32
112037,2780,158,2691.67
107506,862,252,3984.71
100492,5588,180,3049.8
106917,8242,166,2950.3
110566,904,-154,4134.81
111924,2093,-105,1137.41
103776,6966,250,1228.03
105770,3259,83,967.67
104169,10831,-176,4475.08
112021,757,-270,1528.0
109164,8350,-256,4535.57
105812,8969,4,3648.5
103542,12222,-181,4984.35
102117,1869,72,3921.88
108942,14626,8,500.99
103771,3200,-148,2665.25
110940,7934,294,2813.9
104889,11557,-350,3607.57
108042,13363,-79,2609.18
112627,3977,110,2017.69
102986,760,272,2446.82
104375,6803,181,865.29
111410,3525,325,1084.53
114089,2083,-189,3788.32
113744,788,-206,4053.32
105324,8858,-202,4785.36
105503,226,328,3492.98
103462,1334,305,4050.25
114546,7757,250,2970.28
113354,13012,147,3346.58
110919,8384,256,775.94
105393,10183,2,4114.53
108510,9732,336,1413.51
111004,6875,220,4040.96
111541,12013,-77,4692.32
114358,6177,-45,4558.54
110215,822,108,4007.37
112351,9132,141,4838.66
102065,7322,76,787.31
106505,2499,143,4778.28
102851,6269,315,523.89
107866,13148,-222,4143.06
106317,3556,164,1060.52
108344,8375,-208,4388.29
105774,2723,358,2145.31
105349,13461,107,822.12
105568,11104,-63,2565.69
114883,2977,334,2248.21
100603,6838,72,1997.61
114182,8102,-137,2994.23
100859,1353,80,1563.06
109351,14937,-274,4625.54
106186,2772,228,4490.83
104194,7861,11,3325.39
112040,13734,179,2068.66
102527,5093,-38,3322.89
103780,9955,-103,1481.69
109826,10592,-300,914.46
108057,97,-27,3761.17
103849,405,-18,3827.19
102833,9318,151,2020.75
100784,5753,99,1286.52
114138,567,-102,4582.43
101720,9615,128,1451.83
103970,2580,-323,1406.61
104044,3428,-98,1666.38
108332,1602,-171,2518.41
100003,6864,-307,4804.0
102034,7450,-327,4442.4
105979,12101,107,1486.65
103124,4772,58,3695.85
101300,12182,159,3625.05
106055,4718,175,3968.13
102184,11015,266,800.4
112599,2168,-248,3054.83
110295,14394,167,1010.8
112558,10887,326,2780.44
104793,13464,190,3376.21
111869,13111,-54,794.17
111534,5645,-110,4314.46
100461,7747,208,2640.65
111328,9113,362,3361.45
111649,11012,261,4188.33
112512,4798,-30,2629.19
110510,6782,-239,3675.68
109886,12221,292,4536.2
102942,2644,-296,3368.82
106568,5582,-45,2698.87
101651,4516,4,4053.87
112751,8780,198,2665.98
107499,9506,-324,671.61
104864,126,-333,976.61
114910,3363,305,3478.23
108570,5910,226,3668.3
113672,2008,-327,4311.31
114240,8779,-255,3893.95
105888,7900,-103,2712.45
106304,4808,129,999.16
101441,97,-23,4416.37
114053,7020,-38,1845.94
102007,12890,-320,2081.43
111548,12216,-92,1673.13
102680,7046,187,673.12
106984,176,98,2596.15
107254,13252,291,3742.01
104159,11721,266,2236.5
103299,5905,-92,3980.63
109178,2451,115,3931.83
113763,7568,224,1031.29
107213,2892,41,4568.37
105206,11745,173,2165.79
104851,7200,-161,4759.37
110399,12887,-90,1710.38
104051,133,157,3211.8
105585,9250,49,1325.85
111700,2924,-185,4739.56
106926,4193,264,3050.34
100796,14605,-109,1610.21
100842,9236,-259,3160.29
113027,14498,177,2189.74
105474,4605,-254,1673.17
101931,9898,-5,3274.96
102561,10017,341,3036.34
102874,2514,248,3426.48
102945,9488,-116,2761.09
113941,5832,-80,1608.43
103537,12897,64,2802.39
112093,9922,-251,2784.32
111654,6662,-102,642.37
100045,7112,-229,1127.22
110387,2332,-227,3311.32
110076,2776,-319,3375.97
100911,11135,77,3099.04
102554,3344,-268,1982.9
107263,4528,23,2425.61
110504,1001,-260,525.89
112044,7091,-76,4755.36
107185,11237,191,3302.41
111484,5004,322,2427.92
113549,7261,-152,2679.29
105188,4997,-261,1462.05
102171,1904,-122,2218.98
113212,6613,-171,1021.55
106322,2674,125,2844.8
113046,7453,99,1831.32
108480,3306,-157,1145.24
100019,6942,218,2344.19
113896,2053,-287,4098.64
103134,8292,181,3580.41
103687,5991,239,3442.93
107134,5436,-87,3321.67
112547,9966,-174,681.13
112412,7935,-292,1369.9
101862,13785,361,1308.48
101268,6094,222,4630.62
110994,14769,-153,1222.02
113522,4517,-18,2404.72
110553,378,229,986.11
104482,6548,57,882.91
112344,3454,295,2520.26
105321,10824,-113,529.09
104301,11868,167,4845.06
108020,1612,-107,1151.3
108040,4257,-131,3819.34
103859,3042,-365,2032.36
111288,14145,-78,3760.32
102274,8419,87,2146.77
100730,11422,-199,1031.27
105315,11797,311,4650.78
109183,12769,-70,3779.01
113685,1658,321,2394.66
101005,5195,17,4977.08
110099,11254,80,719.97
105483,8833,344,2233.83
107640,3570,-299,4731.73
100463,12945,150,3986.36
106979,8319,12,2117.29
112297,14674,345,3082.19
113128,8405,103,3816.53
100994,1100,-277,4147.07
114770,14008,282,948.05
112019,382,196,2817.39
108737,6145,-148,3239.47
105670,9449,-81,2355.71
112848,10232,-5,946.61
101137,1195,224,3865.43
112653,6774,344,581.57
113594,12187,-294,722.45
114775,8354,3,4958.21
103104,14813,-202,2769.03
100002,2264,56,873.17
105933,9466,-115,1382.45
102177,13105,139,3415.48
108451,14556,-84,4907.84
100854,10741,357,578.05
111253,11594,-48,1012.5
107330,965,-157,3489.64
112371,6914,-135,1140.69
106327,9605,137,4678.14
102580,12588,34,1376.84
114307,1011,223,4571.64
112297,6565,-143,2275.6
101284,2489,151,2756.73
101344,3324,89,1018.65
108009,11609,-306,3123.82
110800,4424,-234,4684.96
109861,8291,49,638.54
106245,7159,362,4194.01
111765,10644,-314,4447.34
106299,14779,216,2280.51
106833,7136,125,4728.35
100807,1604,-107,2384.53
109623,6291,-255,3608.21
108856,1206,-177,3943.95
100646,2444,-246,1538.57
110182,3407,117,2236.5
111823,4480,-64,3687.43
109259,5866,-274,996.99
107046,12272,51,4811.66
101053,1560,-146,3974.86
106967,3205,-133,2054.67
108013,14070,191,4757.76
110720,12039,-144,1277.73
104365,6265,68,4268.33
101915,6357,-128,4135.14
110261,9281,140,4095.98
106301,8758,-76,1604.75
111696,14811,247,1308.86
107800,14302,-47,2941.83
109562,9424,-153,714.16
107084,10064,326,615.46
113458,11675,-7,2769.53
111523,184,-86,4417.15
110835,11292,-74,3755.99
107337,13024,235,3135.96
107230,7124,-177,4236.48
104516,8290,-249,3768.82
101720,2209,-105,4120.74
111683,12254,267,1213.44
104160,6735,-276,4503.99
105491,2731,-138,2158.7
111439,3216,-339,953.59
104124,1052,279,4255.66
101090,10603,-31,4121.68
112245,7669,146,4019.23
101879,6370,173,1881.73
104511,3287,221,3267.39
107473,5861,104,651.6
110931,6888,-165,2640.12
112686,10153,-23,1978.46
105287,7174,-179,4624.38
110860,9466,-172,3634.98
106670,14806,288,4781.8
105950,10396,212,3821.37
103740,11961,-357,1031.1
110408,4552,234,4847.32
114173,6709,-87,2480.59
110369,9693,147,2274.07
106087,11323,-81,2062.8
113583,12658,-348,1288.8
107552,10562,-53,551.78
111012,4762,-365,2539.27
112822,3234,-68,2868.65
104220,11467,-25,2463.87
102681,4203,235,2112.73
104275,8276,179,2757.16
106031,1775,239,1999.64
110193,5341,276,2688.24
111415,1773,257,3443.19
108132,2952,343,2031.73
110261,11365,-323,4951.86
103395,13331,25,2991.04
100651,3534,290,616.83
106188,12904,-139,2157.96
106061,852,-283,1124.65
105764,5757,-355,4193.71
107785,5585,-156,696.39
100395,3206,267,1480.19
106058,3083,248,3514.47
108336,2427,-304,3586.4
113064,8788,-245,3996.49
112352,330,22,4675.28
102756,11621,-221,4301.07
102188,4916,-281,1537.22
107271,3476,-90,3402.1
114587,3550,-200,4763.72
106235,867,-73,3241.78
102579,2669,-81,3852.86
104804,12104,238,2214.24
114775,2240,240,4628.55
109520,379,89,1477.1
100381,5923,-350,4761.15
105327,7275,-291,2032.95
111043,6221,-85,3269.37
111171,7856,50,4559.12
100379,14315,282,2761.06
109548,14070,-27,1311.53
103846,4584,-294,4518.65
101368,12705,270,1121.22
101134,14430,-314,1632.75
112988,8866,151,3870.05
105645,4498,-321,1760.1
104479,5638,94,2202.19
102886,4356,-331,1398.23
107559,14273,-18,3802.84
110433,8661,-267,4586.17
102385,12996,142,2929.45
101911,10273,323,3893.2
111503,3142,-344,3235.12
113787,1786,350,3413.04
100950,14184,181,3767.68
105140,7928,332,4905.75
107140,9600,-272,2015.44
114108,2354,256,1582.86
114532,9267,-41,1987.7
112165,8563,185,4296.17
107408,12599,-261,3639.48
108612,4277,212,1826.56
105385,8259,11,531.44
102050,6023,-190,4823.53
114553,8257,190,1417.37
109115,5211,-284,3439.91
108944,1676,227,2687.33
101024,6665,-145,2108.62
103654,3212,-251,2994.66
114285,8615,-38,1713.05
106556,4671,-230,614.8
111669,5572,-181,872.2
105424,6009,188,893.49
114614,5143,229,2238.02
107903,689,-302,531.66
101616,12436,-167,4255.53
108530,14621,78,738.0
113252,11603,299,3114.82
105853,393,-297,3820.41
111838,2298,-264,2918.29
113336,10194,-338,1071.23
102533,1718,-20,2391.21
110520,8802,289,4862.6
104832,12859,-226,2143.33
105032,607,-316,4226.51
114988,6562,225,1519.51
109321,9153,289,2092.77
106763,10114,-46,2576.34
100765,12757,-295,2969.57
110824,9314,202,2459.43
110086,3571,-243,4335.9
106242,10667,-36,4922.39
112751,14876,275,1138.54
104295,6462,-22,2977.96
110200,3227,299,612.81
108459,9469,-297,2310.88
102192,12026,-114,1520.13
105797,3603,-266,1435.08
114712,2125,267,2959.07
103450,3461,-250,3544.07
104497,6049,333,2028.71
114822,9130,240,2857.57
102456,13116,-287,4201.35
110778,10635,-7,2476.12
101025,4689,-310,3286.97
110308,1207,-285,1080.27
112406,6153,70,1535.11
109393,5891,353,1645.2
111623,7162,-215,4868.39
102426,5037,274,4756.54
110530,7711,210,2656.83
103043,5506,-230,1299.95
103810,4953,-18,1761.52
110776,6810,292,4978.33
112646,7776,212,2597.44
113694,1788,110,2148.52
109066,1307,297,3374.37
112498,14403,103,4002.86
101010,86,166,3794.18
108764,14238,-94,927.72
110865,6384,121,4418.06
106402,12726,-260,668.69
110743,11612,-12,4252.72
114688,9609,153,1308.49
108046,8637,-221,3764.65
101916,1396,308,4796.14
100067,11397,252,3284.32
106129,5458,290,3918.21
108627,9285,339,3571.08
108601,10340,35,3982.44
114816,1854,-309,534.88
105610,9198,-354,1909.14
112110,3673,13,2671.62
113931,1153,44,3100.84
108238,14904,-7,2537.18
107716,14582,-162,3097.59
106213,13709,152,628.63
109712,5981,57,3810.13
113118,9547,9,1858.84
114279,6932,9,3634.85
100573,9949,308,2850.47
111503,8663,-97,1278.53
102677,3502,-363,4454.57
101059,5270,-344,724.34
109503,10203,-179,3551.22
113176,4843,14,1290.31
112998,11100,-197,3809.81
104469,6187,-251,4915.28
111240,14492,324,3820.92
110141,3518,-199,3827.0
108806,11240,-291,2193.72
113275,14399,272,1791.41
110462,3127,228,2353.78
108059,14785,-353,1464.02
109219,8393,-34,4202.06
106623,7809,-8,1579.55
100550,242,244,600.39
112778,11839,-275,1612.53
100362,8098,93,3861.85
100265,6555,276,1831.5
103421,5363,162,4512.11
110150,11293,-115,1598.19
109546,1223,-227,4346.42
114586,9894,-132,4824.27
101852,362,122,4581.19
109170,6200,-304,2241.55
100533,2947,185,2038.3
102180,12082,359,2593.44
112692,5290,356,719.96
101122,5336,-21,3585.62
114778,10807,172,1958.2
114151,11721,188,1697.8
114940,3299,30,4785.85
105417,12662,-341,1042.34
105976,9448,267,2039.71
109457,5058,239,2802.15
106378,4590,-18,4524.73
108363,11437,208,502.2
104320,5489,231,4600.41
114693,13622,238,1814.04
114889,14729,189,3121.99
113044,8593,161,1947.26
113223,6397,-289,2724.25
104992,299,-358,943.22
108574,5016,218,4174.54
112509,5922,333,4426.61
103594,1070,88,4349.21
108126,3463,319,4978.85
107418,10781,268,2807.42
114167,4425,-61,4674.64
112210,13182,236,4550.33
101378,11796,212,1464.73
104047,12641,101,1970.27
112134,4340,-172,4407.77
108556,14985,143,1006.72
104718,12649,16,3576.16
110555,651,-10,4841.1
112075,982,-336,3300.67
107795,6713,82,1997.23
111925,10297,-105,1776.34
114762,8295,-160,2794.68
112714,7127,-295,3221.06
112081,5997,216,1838.38
108530,13319,76,3720.09
101781,12895,-131,2335.97
100342,13460,301,1591.4
107474,10107,-59,3886.38
112417,4287,-35,2748.66
108877,11690,-97,4146.54
104664,14482,-152,4498.98
114180,2551,46,2049.4
113410,14707,29,2339.74
111986,795,-69,1512.68
112176,2015,-351,826.85
105006,3744,206,4595.51
110342,6979,-340,3826.12
105477,14067,96,4013.25
102138,11653,-183,4706.72
109920,10043,-69,3092.82
109985,12143,-202,3954.86
113277,9279,-37,4481.57
102418,9492,265,2348.03
107297,43,-56,1349.32
112659,1631,50,1395.68
114132,9498,209,2018.7
107062,12696,-240,3015.24
103449,2110,173,2403.21
102863,3916,-190,2391.9
110167,8404,222,2170.17
113033,6503,-164,1483.09
105902,15000,-291,3430.78
111252,8915,-290,3280.81
114723,12504,289,2656.59
100706,7115,-52,4804.12
108427,10548,200,4738.05
104581,5739,252,3043.74
107619,12212,90,2069.55
100966,5206,231,3580.84
108332,5941,-342,4419.7
114844,684,167,3079.87
109551,3351,24,1615.01
114594,1467,286,2602.69
107253,12409,266,2562.28
111663,11701,233,3375.78
104016,5362,-267,1165.86
110383,14457,-51,3994.11
108822,6077,80,1853.21
103620,14400,179,2461.26
103644,5895,-35,1420.6
100378,9233,364,3441.34
109039,2426,-238,2964.32
100166,624,-235,627.31
112227,1629,91,4952.3
105690,4395,148,4800.53
101279,14239,146,1141.88
100472,6538,256,931.67
100100,6283,-257,4822.45
110768,11833,35,871.58
113303,328,199,4398.48
110665,14304,-210,2040.06
108012,6308,28,1932.25
106701,2907,78,4160.24
113350,10967,-217,4408.46
111715,11708,-328,1063.51
114534,1395,-9,1761.81
113465,14246,-82,4409.28
104169,11645,-27,4565.04
102368,6200,228,4612.01
101615,10537,-157,4857.73
107586,9420,-63,1893.62
105986,8906,-20,4215.97
105419,5348,331,1941.25
112179,3155,263,1809.09
108061,7076,-318,2456.46
101769,3560,-175,935.22
107845,12213,143,1782.61
106970,4976,-364,4850.86
113550,11905,-316,4935.84
102508,14031,157,4427.54
111944,14529,-186,2299.19
104740,10224,-166,788.06
102332,4196,292,4290.88
114694,8820,-70,3750.27
110946,317,-189,1828.74
114190,4637,113,2587.86
111812,9257,-72,1491.45
105037,10669,-225,3187.26
103287,9606,-68,972.92
106434,3566,-142,3544.43
100839,6040,13,2221.28
100469,7296,-71,3813.71
101158,3778,-62,1146.83
114998,12701,-177,4570.47
103626,9849,-130,1631.48
105859,11911,-213,1666.16
109260,14975,102,2747.14
102472,1758,50,4827.2
100362,3328,102,3750.42
103310,2810,255,4675.08
110279,1092,-154,1503.96
105054,3656,-132,4596.4
108750,772,-87,4205.23
108150,2632,13,3987.01
107247,897,144,814.53
103083,12905,43,3799.75
109728,1378,5,715.67
107652,13148,-311,608.85
112192,3159,-77,799.04
109453,4124,-166,4217.71
104950,653,16,4895.63
101950,14413,-91,2798.71
109512,7750,10,3756.43
100127,8821,273,2711.37
106574,6255,-136,2059.21
100369,979,96,1078.16
106221,13870,174,2068.41
109327,4020,-87,2590.97
104983,10801,-134,3892.72
102058,10417,-118,1113.75
112127,13245,-311,3677.24
112088,5301,-281,4229.02
102445,8511,-216,2791.82
113760,2151,-248,545.82
107194,9032,196,2617.0
108310,13617,224,4161.96
100094,14967,280,4338.67
104059,12592,359,1233.85
106416,14176,352,4001.38
104958,12194,-294,4214.05
110369,3020,149,1815.07
103946,5153,170,1735.54
113302,4718,-83,1596.61
111721,3084,354,1266.97
105797,11808,-271,1297.41
114392,7970,-226,2462.41
114286,10253,31,1169.08
102845,13067,7,3270.61
110640,5217,-130,643.36
102148,4058,-79,2153.97
105042,8673,96,4940.05
112957,1029,-343,622.4
112636,12662,358,1645.35
109234,3713,-268,2941.5
109566,1001,349,4303.0
111643,2609,173,4533.84
105083,10874,171,939.03
108140,11498,-289,3806.88
113603,12955,331,2531.35
108658,6869,-47,4588.91
102682,3426,331,4403.85
103022,8751,286,2838.23
106196,12098,212,2074.37
103800,7622,-344,2685.29
105374,2576,345,1501.74
108644,1940,61,3759.69
103145,4402,-221,3200.75
106992,12931,-319,4810.96
104430,11999,-345,4571.03
112187,8340,114,2977.7
104632,2598,332,2815.75
106377,6597,252,3326.48
108693,14682,-346,4604.99
108121,2492,351,3854.59
114301,7682,241,4692.32
105530,10329,123,631.12
114515,3572,98,3927.52
112126,628,247,2008.19
108337,4714,-257,2310.83
112964,624,-97,3159.96
104968,4740,-112,3990.44
112961,4812,-113,1182.45
103696,4423,-27,4058.54
106706,1312,-261,946.1
114626,8583,32,953.92
104795,5945,283,2811.1
106242,1726,358,2949.8
114173,9188,-142,2306.86
113487,562,-255,4305.44
101682,7824,307,2255.47
103746,13098,342,2131.28
107778,14568,188,2649.2
101713,13632,193,785.56
101547,6253,61,2306.68
106888,2601,-191,4070.97
104957,10959,-60,3860.75
112166,12312,-327,723.84
104073,8562,-121,1416.75
114693,4694,-101,3925.98
113618,10780,56,2219.11
100818,4546,143,1827.46
108613,13743,-93,4513.86
103142,5472,226,4248.26
101494,7886,-87,4348.99
102560,11940,304,4992.24
101109,13985,-54,3172.19
111719,9129,-306,2545.41
108484,5051,-61,965.35
102581,5897,51,820.11
109719,7024,-344,2317.91
101109,14400,17,3228.65
103599,4836,-351,549.36
114235,6727,8,2243.11
113518,4928,-185,3824.33
108193,10081,-106,2191.3
112992,10774,283,4983.14
108468,12901,-350,1479.17
105833,14308,172,4900.56
105080,12871,-83,3470.14
110495,4485,-329,3348.9
104728,13801,-62,3877.06
106906,6271,87,1640.64
104721,3925,38,4783.24
110025,14090,290,4755.22
100755,2436,268,4573.27
114202,1104,-147,3305.19
100403,12708,-50,2225.59
103939,6546,-321,954.4
113763,7377,163,3112.49
104428,3547,-224,4507.18
106690,13168,-355,4354.42
112677,8341,-8,2178.55
113609,833,-9,1992.86
102644,13825,175,2850.13
100043,6375,-333,4835.84
100830,6820,-290,2705.38
100553,1995,306,4883.75
106084,10205,-206,4987.39
103369,167,-258,4425.97
103293,9744,139,627.52
112870,1112,207,3854.65
108231,13280,-236,2258.93
108130,10005,-55,4274.15
107851,13866,-59,4200.35
108907,8008,157,2737.46
103228,9707,341,4497.35
105244,8965,-18,3756.77
112663,5077,270,3845.53
109557,954,173,3607.65
111420,547,104,1093.34
107103,8191,123,2129.88
112245,2590,36,2844.24
105711,1765,-278,2291.7
102356,9215,221,1881.67
112497,3658,21,2848.68
110326,6645,-346,711.55
110351,13354,324,1287.86
103527,45,-302,1070.03
112583,3805,-218,3724.77
101118,4473,27,3454.97
112648,1843,274,1760.69
114919,297,-171,2056.78
100684,3427,18,4132.15
103584,12195,-14,802.84
105144,9534,24,2683.4
102434,14209,-24,4111.83
110044,206,-102,3227.86
106262,2296,354,663.08
112367,12104,273,2841.32
110616,6862,-60,2740.91
100710,4167,-20,2364.49
112410,11755,315,4321.02
103387,1757,278,1411.27
107532,561,-13,2839.16
103879,7012,-107,2791.89
102674,10812,-241,2658.81
109034,7563,-276,2991.37
102226,9092,192,3057.99
110276,11777,-134,4456.55
103170,10557,-155,4409.14
112886,10684,111,2119.42
105669,4630,75,1543.64
112199,12112,-74,888.29
101215,7116,20,2974.55
110724,4407,9,1188.26
100775,286,354,3533.91
108530,5583,-172,611.71
111088,4127,92,1718.15
100920,3252,301,4902.48
105954,8816,-154,2634.74
101665,14778,209,2689.13
111541,7796,145,2491.14
106840,13509,-167,1252.27
114191,7255,-355,654.95
103209,8710,61,4428.36
112581,3439,85,3133.86
106976,7828,-60,4834.24
113280,5625,-47,2641.71
100422,2275,-204,4495.79
100977,14540,292,1365.29
101903,12363,110,3422.44
111321,7373,133,1683.46
