SK_ID_PREV,NAME_PAYMENT_TYPE,CNT_PAYMENT,DAYS_LAST_DUE,DAYS_TERMINATION,SELLERPLACE_AREA,NAME_PORTFOLIO
8419,Card,23,-470,152,51,POS
11609,Cheque,1,453,188,63,Cash loans
10410,Cash,24,-453,-187,-90,POS
2149,Card,9,-170,259,-80,Cards
5881,Card,16,193,193,-75,POS
3162,Cash,24,439,-138,64,Cards
9352,Card,6,-400,33,96,Cards
2818,Cash,11,-201,47,-60,POS
12170,Cash,32,118,103,39,Cash loans
4133,Cheque,14,-379,-278,84,POS
5581,Cash,23,169,-139,91,Cash loans
7360,Card,25,-414,34,60,Cash loans
13580,Cash,29,60,237,-87,POS
9315,Cheque,1,-39,-147,-63,Cards
8948,Card,23,289,-200,-30,Cash loans
6676,Cheque,5,-147,36,87,POS
13234,Card,29,-240,-125,78,POS
361,Card,10,-72,-214,-70,Cards
10004,Card,26,-153,163,-74,POS
14941,Card,27,-301,-280,27,Cash loans
9348,Cheque,31,276,231,1,Cash loans
11261,Cash,29,-453,-78,-50,Cards
9993,Cash,33,283,-136,-84,Cards
7819,Cheque,29,-180,-274,-57,Cash loans
5196,Card,19,-172,157,-11,Cards
7954,Cash,17,-97,237,21,Cash loans
1486,Cash,2,371,235,96,POS
8066,Card,27,-339,-204,-19,Cash loans
8854,Card,32,465,-188,4,Cards
4578,Cash,35,103,-51,-57,Cash loans
8561,Cash,24,-353,198,-35,Cash loans
9788,Card,26,71,-199,-79,Cash loans
9943,Cash,8,-242,-150,-86,Cash loans
11867,Cheque,6,-387,67,-30,Cash loans
4680,Cash,29,98,-196,50,POS
4271,Cheque,34,-442,281,-33,POS
13267,Cash,26,34,40,28,Cash loans
12928,Card,25,-152,-53,-49,Cash loans
4232,Cheque,14,-461,-174,87,Cash loans
8842,Card,1,-214,-239,3,Cash loans
13361,Cash,26,-144,-208,-75,Cash loans
12813,Cash,23,342,-150,62,Cash loans
14063,Card,33,-34,-112,-17,POS
14537,Cash,7,-220,-72,22,Cash loans
8579,Cheque,31,71,-164,64,Cards
7628,Cash,14,184,264,-58,Cash loans
6490,Cash,34,495,92,78,Cash loans
311,Card,8,-25,-259,-14,Cards
10869,Card,7,458,123,-8,Cards
6082,Cheque,31,-279,-88,86,Cards
8987,Cheque,32,-454,31,82,Cards
1946,Cash,23,498,-121,60,Cards
1180,Cheque,15,492,-181,98,Cash loans
4775,Cheque,30,186,142,-75,Cash loans
13607,Cheque,21,-184,-29,-20,Cards
13171,Cheque,7,-293,-32,-62,Cards
13696,Card,4,21,-23,17,Cash loans
5131,Cash,16,161,196,-37,Cash loans
2169,Card,21,377,-168,88,Cash loans
5914,Cheque,24,-164,-255,-15,POS
9565,Cheque,24,-441,-199,26,POS
5732,Cheque,15,-423,-82,-55,Cash loans
10665,Cash,34,268,167,-3,Cards
4186,Cheque,23,321,78,10,Cards
3358,Cheque,7,390,-221,-34,POS
1219,Card,5,321,-156,-17,Cards
12562,Cash,35,322,281,-12,Cash loans
5632,Cash,24,-408,-240,-26,Cash loans
13259,Card,23,361,176,-51,POS
11044,Cash,11,-216,265,-11,POS
2085,Card,33,-50,-134,19,POS
14484,Cheque,30,328,-276,-33,POS
9288,Cheque,7,-498,298,76,POS
7258,Card,31,115,-111,66,POS
7331,Cash,14,-137,-108,25,Cards
8110,Card,20,15,-168,77,Cards
10223,Cash,20,124,53,-91,Cash loans
6578,Cash,1,-366,69,-32,POS
6100,Cheque,1,-339,171,95,POS
8711,Cheque,28,-81,-59,44,POS
6769,Cash,16,-176,148,-97,Cards
11515,Cheque,17,128,253,91,Cards
11633,Cheque,13,-224,129,-8,Cash loans
987,Cash,28,395,92,18,Cash loans
8251,Card,16,496,-239,48,POS
9112,Card,20,-270,228,-14,Cards
3924,Cash,26,-476,228,41,Cash loans
12159,Card,20,-320,-250,34,Cards
14895,Cash,25,443,-178,-42,Cash loans
1948,Card,24,-129,79,78,POS
1105,Cash,34,-57,-239,41,Cash loans
3380,Cheque,5,304,232,13,Cash loans
4030,Cash,15,356,-223,99,Cards
6772,Cheque,11,-430,251,-96,POS
7349,Cash,18,77,298,-73,Cards
9461,Card,2,344,262,43,Cards
6974,Card,31,-347,-222,38,Cash loans
4843,Card,15,60,-251,-59,Cards
8905,Cash,23,335,-45,24,Cash loans
10094,Cash,31,-430,-93,61,Cards
12875,Card,24,-432,-98,-58,Cash loans
10317,Cheque,23,101,203,22,Cards
2769,Cheque,35,-134,-231,61,Cards
6683,Cheque,21,110,-187,-65,POS
12916,Card,35,-266,23,31,POS
6161,Cash,3,-436,97,-86,POS
13642,Cash,17,-193,174,-84,Cash loans
2285,Cash,22,-131,85,47,Cash loans
1855,Card,1,352,-238,55,Cash loans
5080,Cheque,31,200,-59,48,Cards
5667,Card,33,-463,50,98,Cards
13479,Cash,7,472,-125,-68,Cash loans
5572,Cheque,27,-215,-80,-57,Cash loans
120,Cheque,11,-322,250,46,Cash loans
3480,Card,17,96,-104,2,Cards
637,Card,30,-206,-113,-89,POS
3954,Cheque,20,-93,151,4,POS
9284,Cash,34,-461,-96,49,Cash loans
98,Cheque,31,-374,-24,-88,POS
6228,Cheque,4,280,-222,48,POS
5889,Cash,19,-471,-49,-2,Cash loans
5280,Cheque,17,193,2,-97,Cash loans
11942,Card,10,-46,134,-67,Cash loans
4160,Card,32,168,-260,5,POS
11880,Cash,12,282,-143,85,Cash loans
7654,Cash,29,-2,63,84,Cash loans
9230,Cash,15,228,-110,23,Cash loans
12029,Cheque,32,-406,212,29,POS
4099,Card,2,372,-297,63,POS
11588,Cash,7,-463,-162,-23,Cash loans
12041,Cheque,33,204,138,-11,Cards
5335,Cash,14,-111,-297,51,Cards
14123,Cash,31,362,-293,58,Cards
11603,Card,32,-341,-69,64,Cards
14649,Cheque,11,-367,236,97,Cards
5677,Cheque,15,-131,-163,-69,Cash loans
1642,Cash,4,43,-68,-76,Cash loans
4365,Cash,16,197,-165,14,Cash loans
12632,Cash,23,-237,252,1,Cash loans
654,Cheque,10,356,-163,29,Cash loans
14663,Card,9,-383,-251,-71,Cards
2899,Cheque,22,26,7,46,Cards
8486,Cheque,33,32,133,-29,Cash loans
3326,Card,2,167,282,-64,Cards
1614,Card,13,64,-67,-75,Cash loans
5985,Cash,18,-287,132,-39,Cash loans
896,Card,17,-430,99,-76,Cards
6780,Cheque,8,378,52,33,POS
2986,Card,15,-75,4,-97,Cards
14219,Cheque,18,392,-297,-17,Cash loans
10247,Cash,29,-212,-80,-55,POS
3724,Cash,29,18,235,82,Cash loans
583,Cheque,30,230,54,6,Cash loans
891,Card,6,379,94,-87,Cards
11944,Cheque,21,-370,227,48,POS
3875,Cheque,17,-48,297,-80,Cash loans
1100,Card,11,367,43,-70,Cards
9818,Card,1,-434,-216,22,Cash loans
11413,Cash,9,-202,-33,-1,Cards
10261,Cash,22,-412,-102,27,POS
58,Cheque,5,-271,2,48,Cards
8263,Cash,16,-154,259,-19,Cards
12752,Card,23,54,-33,-69,Cards
11042,Cash,24,108,-126,-100,Cash loans
4856,Cash,35,-381,-161,-94,POS
9582,Card,18,287,-183,22,Cards
6250,Cheque,16,-73,-232,87,Cash loans
6446,Cheque,11,-211,-295,-76,Cards
7712,Card,8,-37,178,-56,POS
13172,Cash,34,-445,19,67,Cash loans
12590,Card,6,265,44,-65,Cards
5573,Cheque,14,-228,99,-69,Cards
3912,Cash,32,150,-296,-43,POS
7441,Card,18,-93,14,-61,Cards
44,Cheque,23,303,-81,-86,POS
8526,Card,24,171,148,46,Cards
9981,Cash,8,-71,6,21,Cash loans
11245,Cheque,24,-53,-124,-82,POS
11234,Card,30,21,-140,-93,POS
6479,Card,9,174,251,88,POS
2230,Card,19,486,125,18,Cards
2789,Card,6,113,43,-57,POS
12397,Cash,5,-341,-112,2,POS
11987,Cheque,2,-356,269,0,POS
13892,Cash,30,-426,98,-78,POS
8506,Card,32,-78,162,-39,Cards
572,Card,1,-97,-254,28,Cash loans
7987,Cash,12,184,212,89,POS
288,Cash,35,296,-295,-60,POS
4102,Card,32,-85,183,-43,POS
2491,Card,4,87,-299,-85,Cards
12487,Card,10,193,250,-57,Cards
2115,Cash,23,-41,65,-51,POS
8130,Cash,26,-33,274,77,Cash loans
2358,Card,27,-471,-25,56,POS
551,Card,21,265,213,34,POS
6246,Card,6,-139,-21,62,Cash loans
13308,Cash,21,-128,-234,-42,Cards
8080,Card,17,-425,63,62,Cash loans
97,Cash,34,475,264,-11,POS
3508,Cash,34,-7,-63,-73,Cash loans
4533,Cash,18,185,131,-18,Cash loans
1156,Cheque,34,448,-174,-47,Cash loans
7960,Cash,18,123,-119,-19,POS
2872,Cheque,20,353,217,14,POS
8765,Cash,17,-160,-250,20,POS
14924,Cash,3,-9,-99,41,Cash loans
2033,Cash,5,-500,-281,-99,Cards
5079,Cheque,19,-430,250,-38,POS
7506,Cheque,30,-253,-203,-96,Cash loans
1387,Cheque,28,-457,141,-12,POS
6574,Card,17,-323,216,-40,Cards
5351,Cheque,1,450,-247,38,POS
9736,Cheque,19,30,-210,-50,POS
13858,Card,35,178,-49,-41,Cash loans
14845,Cash,24,-368,-90,23,Cards
2988,Cash,5,154,209,-89,Cash loans
11546,Card,7,-192,-43,-12,POS
728,Card,22,258,108,-74,POS
7178,Card,29,211,-292,69,Cash loans
333,Cheque,19,-437,166,-97,POS
6096,Card,31,-82,-103,-94,Cards
7975,Cheque,30,-87,205,84,Cash loans
6456,Card,35,-412,-219,-86,POS
13787,Card,21,151,47,1,POS
14799,Card,5,489,236,52,Cards
11475,Cheque,34,274,-67,99,Cash loans
10125,Cheque,24,-426,19,-18,POS
3539,Cash,2,497,261,-63,Cards
4012,Cheque,5,464,-111,-11,Cards
9737,Cheque,31,428,119,77,Cards
11253,Cash,9,-202,47,43,Cards
556,Cheque,15,-213,193,-42,Cash loans
4377,Cash,25,449,7,88,Cash loans
2486,Cheque,7,-388,-142,2,Cards
6870,Card,16,206,-17,83,Cash loans
2892,Cash,3,5,-138,33,Cash loans
2975,Card,28,-261,82,-87,Cards
2249,Cheque,2,-346,-98,95,Cards
9209,Cash,27,160,206,-92,Cash loans
11007,Cheque,9,304,227,65,Cards
5801,Cheque,21,-313,-151,-55,Cash loans
10725,Cheque,17,258,268,-91,Cash loans
9630,Card,34,-417,-242,-17,POS
13581,Card,17,-142,286,-70,Cards
14394,Cheque,30,-256,-108,-13,Cards
1661,Cash,8,-396,198,55,Cards
3246,Cash,23,-212,-88,92,POS
11592,Card,16,235,4,-45,Cash loans
14582,Card,19,308,110,3,Cards
7630,Cheque,7,238,145,25,Cash loans
10759,Card,28,341,-81,-90,POS
5662,Card,19,149,217,-9,Cards
9191,Cheque,26,129,225,-22,Cash loans
714,Cheque,7,-117,-75,81,Cards
1342,Card,15,463,102,60,Cash loans
11002,Cash,10,225,171,96,Cash loans
10322,Card,17,17,-148,33,Cash loans
1471,Card,6,-478,-11,-49,Cash loans
7482,Card,9,328,52,-77,Cash loans
6280,Card,9,423,-136,-88,Cards
6568,Cash,15,-163,-119,-48,POS
10900,Card,19,85,297,36,Cash loans
7430,Cheque,7,420,-5,87,POS
167,Cash,9,-56,4,48,Cards
3499,Card,19,-265,-238,88,POS
4535,Cheque,28,401,293,-85,POS
8697,Card,19,-349,98,43,POS
12214,Cash,14,26,-86,80,Cards
9873,Card,8,-64,62,79,POS
1306,Cash,1,-464,-256,-18,Cash loans
8815,Cheque,28,-199,-109,24,Cash loans
3175,Cash,22,229,108,54,POS
2031,Cash,32,-448,197,57,Cards
7298,Cash,35,-442,-93,59,Cards
7581,Cheque,7,442,225,66,Cash loans
11965,Cheque,34,-481,-211,52,Cash loans
2501,Cheque,16,477,-281,92,Cash loans
12665,Cash,10,363,-129,64,POS
3738,Cheque,33,247,-73,54,POS
13369,Card,16,-478,279,38,POS
8583,Card,29,316,-221,-37,POS
6133,Cheque,19,413,-282,98,Cash loans
8752,Cash,9,277,-83,47,Cash loans
12109,Card,14,-168,289,2,POS
8491,Cash,14,70,-198,99,POS
12902,Cheque,13,-210,-54,0,Cards
425,Card,33,-121,236,73,POS
6039,Card,26,374,-277,-67,POS
7754,Cash,29,-283,120,-80,POS
11394,Card,3,242,278,-15,POS
5315,Cheque,26,-355,-156,8,POS
5658,Cash,33,213,29,-68,Cards
4825,Cheque,13,-199,277,86,Cash loans
2242,Cash,1,-491,-101,-42,Cash loans
7541,Cash,9,-241,-18,-52,POS
10158,Cash,12,161,-279,-86,POS
11561,Cheque,23,-335,-38,-12,Cards
8303,Cheque,29,52,-145,-39,Cash loans
7023,Card,4,198,275,-100,Cards
12995,Cheque,33,314,48,-36,Cards
6169,Cheque,21,-327,226,50,Cards
14923,Cheque,20,340,-100,-39,POS
10654,Cash,17,-29,241,62,POS
1672,Cash,16,-466,45,-65,Cash loans
11638,Cheque,23,-259,-15,93,POS
2546,Cash,15,-33,137,79,Cards
4916,Cheque,9,-117,158,37,Cards
14994,Cheque,32,444,-130,68,Cards
9919,Cheque,7,-100,-33,-95,Cash loans
12849,Cash,18,320,156,2,Cards
14340,Cash,6,-294,99,-17,Cards
13358,Cheque,27,321,-231,-42,Cash loans
1701,Card,19,-255,-249,39,Cash loans
11492,Cheque,18,291,-6,71,POS
3660,Cash,31,-74,-45,-38,POS
845,Cash,6,-482,-23,28,POS
10619,Cheque,24,12,-100,-50,POS
8589,Card,26,-457,-283,62,Cards
13578,Card,4,-151,40,-78,POS
5132,Cash,23,456,-223,-83,POS
2391,Card,10,133,101,-43,Cash loans
7453,Cash,8,-429,-282,23,Cash loans
12130,Cheque,11,12,215,18,Cards
9238,Cheque,2,376,74,61,Cards
9846,Cash,27,-371,-83,-81,POS
13233,Card,8,-201,-5,-22,Cash loans
10798,Card,22,-273,-24,-36,Cards
11244,Cash,8,409,-62,73,POS
8543,Cash,19,313,205,-55,Cards
9158,Cash,19,-74,111,-84,POS
12756,Card,3,-49,197,41,POS
3993,Cheque,3,173,-5,90,Cash loans
7908,Cash,30,125,165,-87,Cash loans
3438,Cash,1,113,-57,-66,POS
13217,Cheque,12,-62,232,-7,Cards
3535,Card,11,380,-146,90,Cash loans
7545,Card,1,-414,-285,-31,POS
221,Cheque,26,-409,29,-6,POS
8977,Cheque,7,-192,29,-100,Cash loans
13395,Card,15,-179,-155,-57,Cards
5251,Cheque,4,13,112,74,Cash loans
6618,Cash,8,116,92,50,Cards
10320,Cash,32,86,-255,79,Cash loans
6465,Card,25,-407,-188,32,Cards
7793,Card,13,-245,-152,-20,Cards
8706,Card,8,408,-162,88,POS
9498,Cash,20,399,-126,-30,Cash loans
12064,Card,4,-228,250,-100,Cards
14734,Card,35,354,-210,71,Cards
5543,Cash,13,79,-243,-80,Cash loans
6362,Card,23,-296,-125,-15,POS
14212,Card,22,73,53,2,Cards
9991,Cash,24,373,95,-58,Cash loans
14198,Cheque,8,109,273,-97,Cards
14472,Cheque,27,-185,128,23,POS
13597,Card,16,18,-219,34,Cash loans
1200,Cheque,33,56,-123,-44,POS
429,Card,7,-472,-285,25,POS
14054,Cash,25,-244,-108,-43,POS
4921,Cheque,20,-351,-70,36,POS
9343,Card,12,405,-97,67,POS
10636,Cheque,3,13,142,62,POS
8103,Cash,31,-205,210,-83,Cards
4979,Cash,25,218,123,12,Cards
7386,Card,9,-248,57,77,Cash loans
14217,Cheque,7,-437,-297,89,Cash loans
10168,Card,11,378,164,-47,Cards
13894,Card,8,-373,33,17,Cards
9124,Card,9,-264,-270,12,Cash loans
663,Cheque,34,409,208,-19,Cash loans
12221,Cash,33,-336,-288,52,POS
3512,Card,28,-380,167,8,POS
1192,Cheque,16,252,-41,-76,Cash loans
1886,Card,18,406,194,-44,POS
3779,Card,19,-127,71,49,Cards
1328,Card,3,288,129,28,POS
1193,Cash,20,370,-112,44,Cash loans
14694,Cash,6,-136,132,-99,POS
6998,Card,18,258,-17,51,Cash loans
4121,Cash,18,147,-150,46,Cards
7536,Cheque,12,323,72,51,Cards
3076,Cash,34,-311,25,68,Cards
12811,Cash,20,-251,257,47,Cash loans
10794,Cash,14,-84,-16,1,POS
4237,Cheque,6,61,-44,-87,POS
6042,Cash,20,366,151,-27,POS
1677,Cheque,5,-480,-243,-3,Cash loans
2364,Cash,15,69,133,-11,Cash loans
445,Cheque,29,424,189,20,Cards
397,Cheque,32,340,-181,4,POS
3693,Card,5,-283,-63,65,Cards
7629,Cheque,28,345,91,30,Cash loans
2175,Cash,16,-70,-184,31,Cash loans
10287,Cheque,3,-255,63,49,Cards
673,Cheque,16,322,106,-66,Cash loans
6663,Cheque,33,91,134,70,POS
10947,Cash,23,81,-83,93,Cash loans
10075,Cash,27,444,202,-20,POS
8661,Cash,18,323,125,-76,Cards
5728,Cheque,3,119,88,70,Cash loans
560,Cash,22,328,147,32,POS
2006,Cheque,10,84,126,-17,Cash loans
9053,Cheque,34,-303,-287,84,Cards
12076,Cheque,12,-388,157,97,POS
6222,Card,27,90,105,-16,POS
10782,Card,25,-191,-172,-52,POS
9479,Card,32,154,-275,90,Cash loans
4407,Cash,3,349,-289,52,POS
3046,Cheque,17,-95,-225,46,Cash loans
56,Cheque,25,365,287,-28,Cards
11826,Card,25,-112,149,-10,POS
2370,Card,14,420,-287,-35,Cards
7705,Cash,11,427,-125,53,Cash loans
7599,Cash,13,-250,135,26,Cash loans
1616,Cash,35,212,187,93,POS
8541,Card,31,-12,190,-2,Cards
10981,Cash,15,108,267,-68,POS
11104,Cash,15,258,-140,60,Cards
5327,Cheque,17,158,-106,42,Cards
13074,Card,10,464,127,-84,POS
6854,Card,17,-227,-63,-69,Cash loans
7789,Card,24,490,-116,-29,Cards
55,Cheque,28,-216,172,16,POS
13792,Card,11,-328,-279,57,Cash loans
13902,Cheque,20,-284,284,-22,Cards
13870,Card,15,-434,-279,-54,POS
5220,Cash,30,-335,42,52,Cash loans
3889,Card,26,-36,-125,-11,POS
4880,Cash,22,33,141,-84,Cards
6706,Card,34,-129,-213,-19,Cash loans
3010,Cash,28,-125,-129,41,POS
6615,Cheque,29,-471,-174,-38,POS
13904,Cheque,26,-22,192,-28,POS
13623,Cash,27,-370,84,-56,POS
14393,Card,10,177,-120,-22,Cards
269,Cash,34,-487,114,-20,POS
775,Card,23,-330,-287,55,Cards
204,Card,18,496,86,-12,POS
1321,Cheque,11,107,265,-89,Cash loans
2352,Cheque,31,494,-74,29,POS
3062,Card,3,487,125,-89,Cash loans
747,Card,20,128,-89,0,Cards
2171,Card,31,-486,73,23,Cash loans
14899,Cash,16,33,157,10,Cards
10431,Card,25,240,-202,21,POS
277,Cheque,17,-120,-283,-99,Cash loans
1804,Cash,16,-387,47,-92,Cash loans
11297,Card,3,68,-161,19,Cash loans
3378,Cash,21,55,259,53,Cards
9081,Card,10,221,-214,-50,Cash loans
12465,Cheque,19,-255,186,-30,Cash loans
8862,Card,31,287,-150,97,POS
4577,Cheque,10,489,55,86,Cash loans
6850,Card,30,-478,-216,16,POS
8068,Card,18,216,203,0,Cards
14903,Cheque,6,-120,146,18,POS
10532,Cash,19,36,297,-36,Cash loans
12744,Cash,35,229,-212,-41,POS
12153,Cash,30,-186,-17,-88,Cards
14107,Cheque,4,-314,-44,9,POS
13849,Cheque,31,-304,100,70,Cash loans
10887,Cash,2,143,193,21,Cards
9368,Card,9,215,235,-82,Cards
11219,Cheque,35,278,61,-89,Cash loans
4411,Cash,3,324,173,-65,Cash loans
3917,Card,5,-413,287,-53,POS
4849,Cheque,31,76,-14,-57,POS
332,Card,23,153,-58,94,Cash loans
10448,Card,25,351,157,46,Cash loans
14829,Card,8,-257,207,-1,POS
7720,Cheque,21,-221,31,-38,Cards
12451,Cash,19,-268,130,70,POS
9982,Cash,9,-367,43,-66,POS
14463,Cash,2,442,-142,19,Cards
14679,Card,3,178,291,15,Cash loans
9545,Cheque,25,65,-157,-79,Cash loans
14082,Cheque,8,52,37,-38,Cash loans
12790,Card,13,-407,-128,46,Cards
8020,Cheque,15,-368,290,13,Cash loans
12724,Card,15,-59,-23,-71,Cash loans
12509,Cash,7,-414,-86,9,POS
2655,Card,6,395,207,-32,Cash loans
5007,Cheque,4,-248,27,-34,Cash loans
2311,Cheque,12,-85,-140,83,Cash loans
15,Card,30,459,-71,-78,Cards
6024,Card,35,86,-165,-78,POS
10805,Card,12,362,23,-66,Cards
2876,Cash,22,423,178,54,Cash loans
10478,Card,25,-496,262,82,Cash loans
13053,Card,7,-234,279,-92,Cash loans
3410,Cheque,23,426,63,-70,POS
10712,Cash,32,281,10,-2,POS
10976,Cash,6,-214,241,16,Cards
4155,Card,31,-258,24,59,Cards
2771,Cash,13,-299,288,-89,Cash loans
4764,Cash,4,-486,7,31,POS
1440,Card,12,52,-218,43,POS
13235,Cheque,8,154,-5,63,Cash loans
8724,Card,19,-25,-148,63,Cards
10134,Cash,28,-356,64,-96,POS
12698,Card,19,65,-251,5,Cash loans
5893,Cheque,1,-9,249,93,Cash loans
13747,Card,26,151,-212,27,Cash loans
8530,Cheque,18,299,-156,83,Cards
14564,Cash,27,-230,-190,90,Cards
3865,Cheque,27,234,-277,-88,Cards
1735,Cash,18,-410,-275,2,POS
11268,Card,15,123,287,-40,Cards
100,Cash,33,-301,278,51,Cash loans
979,Card,11,-341,260,68,Cash loans
4263,Cheque,13,-97,-295,-17,Cards
1843,Cash,28,-481,158,-75,Cards
11659,Cash,34,-39,185,59,Cash loans
4809,Card,20,220,-291,89,Cards
10020,Card,32,-295,137,-92,Cash loans
1083,Card,31,-287,130,40,POS
811,Cash,14,454,-269,25,POS
710,Cheque,33,12,-183,-59,Cards
3155,Cheque,12,233,-233,96,Cash loans
13175,Card,22,-187,-234,27,Cash loans
1089,Cash,12,162,285,-18,Cash loans
1160,Cheque,4,122,63,47,Cards
5076,Card,19,428,-143,-4,POS
14575,Card,19,294,-242,-37,Cash loans
112,Cheque,17,331,129,-36,POS
4606,Cash,12,400,93,-51,Cards
7432,Card,8,-1,-60,65,Cash loans
7300,Cash,15,349,-20,-39,Cards
4483,Cheque,18,223,199,11,Cash loans
4416,Cash,9,103,82,-12,POS
14972,Cash,27,390,-17,-3,Cash loans
5747,Cash,4,53,148,61,POS
2520,Cheque,13,334,57,84,Cards
4460,Card,31,20,42,-71,Cards
4053,Cash,21,445,4,-85,Cards
10005,Cash,31,-180,189,69,Cash loans
14617,Cheque,22,-315,-13,8,Cards
13852,Card,2,-99,189,89,POS
226,Cheque,23,-464,189,-47,POS
8157,Card,33,-187,177,-88,Cards
13103,Cheque,1,-337,-82,19,Cash loans
9960,Card,26,373,92,35,POS
118,Cheque,10,414,-251,-12,Cash loans
2817,Cash,20,-342,-81,-16,Cards
6773,Cash,15,386,-77,31,Cash loans
834,Card,8,-460,-245,-69,Cards
5056,Card,13,312,-300,73,POS
3318,Cheque,18,398,-229,36,Cards
12036,Cheque,4,-30,-55,68,Cash loans
10339,Card,31,-100,-10,-49,Cash loans
10709,Cheque,29,-114,85,52,Cash loans
1169,Card,22,221,244,-15,Cards
8254,Cheque,27,51,264,-34,Cash loans
4105,Cheque,32,297,265,35,Cash loans
6794,Cash,19,-326,-201,-84,POS
13113,Card,17,-10,259,-90,Cards
2809,Cash,35,-288,22,-28,Cash loans
1731,Cheque,8,-454,64,-71,Cards
10207,Card,29,357,211,22,Cash loans
14549,Card,15,301,-98,71,Cash loans
1869,Cheque,17,-256,88,34,Cash loans
2561,Cheque,33,87,234,-11,Cards
4336,Cash,33,-22,-198,-34,Cards
12580,Cheque,25,147,194,96,Cash loans
2472,Card,17,268,35,47,POS
5130,Cheque,7,496,-268,38,Cash loans
6746,Cheque,10,227,-182,-23,Cash loans
2016,Card,21,-318,-53,84,Cards
4131,Cash,13,-325,7,-84,Cash loans
804,Cash,13,-359,177,-96,Cards
4893,Cash,9,-39,-212,-43,Cards
2508,Card,7,306,-126,65,POS
4178,Cheque,1,338,176,-84,Cash loans
8536,Card,17,101,39,50,Cash loans
9233,Cash,17,294,-205,-80,Cards
2497,Cash,1,-132,-290,-68,Cash loans
14067,Cash,28,-218,66,92,Cash loans
477,Cheque,19,-252,131,48,POS
1738,Card,15,-121,184,-82,Cash loans
13486,Cheque,21,-163,-151,-25,Cash loans
6368,Card,30,-213,-90,-76,Cards
12722,Cheque,2,355,-230,80,Cash loans
12473,Cash,11,77,103,60,Cards
12725,Cheque,8,90,18,5,POS
8774,Card,21,-93,189,67,POS
5006,Cheque,33,161,37,-37,Cards
4335,Cash,12,-457,-214,-47,POS
7160,Card,26,113,165,-50,Cash loans
4521,Cheque,25,-379,-27,-65,POS
387,Cheque,34,-102,63,2,Cash loans
12103,Cash,30,45,-21,34,POS
3549,Cash,5,-125,-171,-84,POS
9059,Card,24,-33,3,80,POS
12973,Card,19,-336,51,69,Cash loans
4037,Cheque,12,47,-237,29,Cash loans
12349,Cash,1,444,-158,-30,Cards
9253,Cash,4,-380,-63,-88,POS
5610,Cheque,33,-338,135,14,POS
14700,Cash,20,47,275,-45,POS
536,Card,21,352,180,47,Cards
2400,Cash,21,449,-66,75,Cash loans
5800,Cash,30,-98,272,71,POS
9147,Cash,17,216,107,12,Cards
1419,Cheque,6,364,32,14,POS
3718,Card,17,466,42,59,Cards
9633,Card,1,-130,-282,36,POS
6060,Cheque,4,-68,11,-88,Cash loans
2103,Cash,2,344,-202,79,POS
10056,Cheque,35,-106,-113,64,POS
2590,Cash,6,477,215,-98,Cash loans
4793,Card,9,-382,-234,57,Cash loans
7998,Cash,26,-114,124,-36,POS
6528,Cash,1,6,17,44,Cards
6983,Cash,32,85,-277,-100,POS
3985,Cheque,25,-412,45,-72,POS
13554,Cash,22,269,21,86,Cash loans
7400,Card,7,15,219,15,Cash loans
3782,Cash,31,302,-160,79,Cash loans
1941,Cash,20,58,-132,-8,POS
5788,Cash,18,-416,245,69,Cards
14606,Card,22,-309,-237,55,Cash loans
9320,Cheque,5,-349,-145,-63,Cash loans
4218,Card,35,-117,94,45,Cash loans
3102,Card,33,-310,-263,-84,Cards
14430,Cheque,5,-376,89,20,Cards
999,Cheque,6,352,-75,5,Cash loans
415,Cash,25,68,59,-98,Cards
11615,Card,7,-388,-188,-64,Cards
7804,Cheque,30,333,97,69,POS
14408,Cash,10,-306,-62,19,Cash loans
10268,Cheque,24,353,123,-22,Cards
3079,Cash,23,111,-200,-30,POS
12357,Cheque,7,289,-74,-80,Cards
7641,Cheque,23,-58,-19,-79,Cards
10964,Cash,31,-385,-139,16,Cash loans
8951,Cheque,4,26,-157,30,POS
14367,Cash,9,-6,-201,80,Cash loans
9467,Cheque,9,-91,-194,44,Cards
7527,Card,34,430,277,-83,POS
14386,Card,8,-57,-215,41,POS
6461,Cash,35,-197,-111,-43,Cash loans
6734,Cheque,33,-247,-89,7,Cards
4662,Cash,10,-207,-221,95,POS
10607,Cheque,24,165,-68,-11,Cards
3238,Card,10,499,-155,29,POS
8779,Cash,21,-344,214,9,POS
10569,Cash,2,-148,63,-6,POS
7,Cheque,10,186,-98,76,Cards
8142,Cheque,23,-172,-204,-64,Cash loans
8492,Cash,28,-159,220,22,Cash loans
496,Cash,9,343,137,97,Cards
6286,Card,35,-367,-192,26,Cards
14025,Cheque,34,492,272,47,POS
927,Card,26,-356,-64,-75,Cards
11747,Cheque,21,-311,-113,56,Cards
10407,Card,18,-463,1,55,POS
1135,Cheque,6,-306,-42,-69,Cards
8787,Card,32,-256,-50,-65,POS
14433,Card,23,261,-252,15,Cards
5637,Card,29,138,-250,-38,Cards
681,Cash,28,-36,3,-68,Cards
6422,Card,20,-201,-291,30,Cards
10055,Cash,35,-83,0,31,Cash loans
4855,Card,9,-423,3,54,Cash loans
14778,Cheque,33,205,181,43,Cash loans
11059,Cheque,5,-484,93,-49,Cards
5247,Cheque,30,-127,-172,-23,Cards
