SK_ID_CURR,SK_ID_PREV,CNT_INSTALMENT,MONTHS_BALANCE
107257,5982,13,-52
106650,8912,7,-3
103514,2722,12,-78
103693,5715,1,-19
109975,11364,11,-13
104615,202,7,-62
105186,99,3,-92
103960,12732,18,-23
108641,8008,19,-25
100337,4515,1,-10
105782,11921,19,-33
106650,5159,17,-37
112967,9976,11,-29
105531,13497,7,-60
110473,7202,5,-40
103080,3368,18,-86
111136,11109,2,-34
103858,3291,15,-85
106811,8920,15,-35
102967,12923,8,-22
113827,2434,17,-97
112404,12739,11,-3
105514,76,8,-90
114600,9354,15,-68
114547,7581,11,-71
110239,2278,2,-71
110455,8935,18,-40
112858,13762,6,-34
109953,11483,12,-2
112839,7127,3,-3
112467,5768,16,-37
100260,14202,14,-63
103008,6946,3,-70
114954,10904,1,-87
104754,9197,11,-24
101980,3645,8,-65
106152,4784,6,-25
111658,8843,15,-23
113068,1793,14,-67
106600,11317,15,-56
107570,5116,5,-31
105655,5726,9,-74
109496,400,12,-2
100200,3705,3,-85
113030,9637,5,-92
106670,11445,5,-89
111612,13675,3,-79
100105,2032,14,-50
111949,13854,2,-8
109404,12794,8,-62
112560,12745,3,-60
102174,13661,12,-82
106729,5045,14,-96
101094,7536,15,-80
109674,9101,5,-2
110640,7771,15,-5
110542,10994,19,-71
109940,9276,8,-28
101258,6368,16,-11
102852,7904,10,-97
110802,1957,9,-63
110821,123,16,-88
106071,14991,16,-50
101814,9696,10,-56
110016,13008,14,-97
112560,14309,13,-24
101607,2958,1,-91
109773,10728,7,-16
112443,8324,6,-56
109073,8019,5,-85
111935,14558,9,-59
105048,14303,2,-49
108630,9957,14,-22
114871,10532,4,-93
106205,11879,3,-26
108196,7061,7,-8
114007,743,16,-87
106454,10937,15,-68
110415,7675,10,-45
101865,144,9,-53
112485,14837,18,-7
104494,6137,17,-13
111168,289,17,-36
106146,8618,11,-4
104681,12082,17,-100
109346,10344,11,-91
108896,8795,17,-48
100960,6234,8,-62
111726,6811,10,-72
111424,14716,13,-80
102932,13962,11,-1
113047,12333,9,-65
111502,7583,12,-57
107958,6789,7,-77
105061,9290,10,-21
107500,9793,14,-87
109164,5360,9,-23
100809,14801,7,-7
103273,3505,17,-2
100998,11022,1,-83
111720,5999,3,-60
106830,7738,5,-74
111616,7610,11,-44
113927,11266,12,-86
108400,744,18,-69
110063,7380,19,-40
113169,379,6,-69
103998,12553,10,-75
105585,13399,13,-61
111097,11630,11,-91
110009,10224,3,-83
106972,2135,9,-75
101383,5730,9,-22
103487,12177,3,-100
100205,10824,15,-41
108169,10332,6,-86
114923,3173,12,-64
102192,14491,18,-30
111640,11768,3,-89
102503,9798,18,-90
107537,6773,9,-49
110915,11346,1,-27
109631,5229,16,-85
104665,6427,6,-39
100932,6888,3,-6
101567,12189,14,-74
113184,7651,5,-69
107844,6657,14,-84
101996,9710,13,-21
106856,7251,18,-77
107524,6588,15,-86
111791,2315,3,-72
112775,8632,1,-55
102707,14467,6,-1
108567,45,2,-38
112350,8570,7,-58
108561,7553,11,-21
100304,6825,4,-81
107088,14395,13,-7
113758,11365,12,-91
107834,14952,11,-99
107093,973,10,-16
113803,11710,6,-49
105905,8352,11,-43
102846,13315,1,-16
105986,1534,2,-92
112058,1288,17,-97
108012,8891,10,-42
113951,3666,2,-84
109121,10927,5,-99
110606,5485,3,-86
107617,3682,11,-12
113789,13866,12,-41
104015,5106,4,-56
109702,716,15,-35
101429,1575,8,-64
101682,7888,7,-44
100655,18,6,-91
110954,12786,16,-77
112715,11023,7,-90
112598,11304,9,-66
105968,2329,3,-89
112014,12794,3,-50
110553,748,10,-65
103208,10997,16,-100
103020,7684,11,-72
109816,5068,1,-98
109951,11080,19,-57
114549,6028,10,-95
114728,2344,14,-28
100264,5703,1,-21
101725,4310,6,-37
105545,6311,15,-20
108420,4680,18,-52
107967,2350,11,-21
104963,967,5,-63
105608,3653,9,-47
111343,5254,8,-13
101688,13683,7,-73
113036,589,19,-46
107416,2835,11,-32
106834,8262,4,-83
111113,5729,7,-72
109322,4479,18,-61
105021,9666,8,-98
101669,10205,2,-90
107915,5786,4,-30
109452,8696,3,-32
101132,11194,18,-16
108032,1170,19,-3
100290,5623,3,-30
109408,9510,6,-7
108893,12654,15,-45
113597,7141,9,-86
113533,1209,15,-4
104689,5981,2,-34
101593,10930,10,-20
108611,13284,14,-73
101139,9099,14,-81
112793,4163,14,-18
101567,14334,7,-56
112418,12291,11,-91
103668,253,8,-48
105320,11020,2,-79
103257,11181,18,-83
105280,9389,5,-1
105267,6941,8,-93
104665,14964,3,-3
107129,4625,16,-56
111577,12694,18,-83
107518,5564,6,-75
108248,3667,17,-13
112824,11487,13,-51
110154,6060,6,-91
110826,2721,12,-15
111178,3204,18,-31
100123,9254,14,-38
114703,3903,9,-94
113517,10002,12,-82
100868,5714,12,-49
104965,780,3,-9
100705,8643,8,-11
114775,4421,16,-11
100510,965,9,-64
106959,14910,11,-94
101882,7450,10,-31
105581,6846,17,-71
100208,9416,14,-87
101184,4997,7,-34
104491,7770,9,-27
108150,916,4,-70
103364,8460,17,-24
101216,6053,4,-1
104279,1301,5,-55
112843,7272,12,-59
103736,1157,5,-8
112998,12695,15,-20
113323,4757,15,-20
110452,14380,7,-91
100785,4966,12,-93
113670,4792,6,-6
107160,9374,11,-24
100514,9407,12,-35
106386,794,4,-88
112185,303,16,-48
104815,179,13,-1
110011,864,18,-19
112847,1562,15,-25
101333,6827,10,-64
111658,3356,5,-40
108702,14656,5,-66
112316,6209,8,-12
113078,9695,10,-100
111217,3776,3,-28
114103,13466,6,-54
112601,6287,19,-51
100153,9952,13,-83
105315,12788,1,-85
108156,12974,13,-71
100336,13211,1,-4
114021,13647,16,-89
109305,2321,11,-6
112823,12575,18,-37
105569,10960,3,-22
112868,9736,7,-28
103909,8322,3,-91
101765,10773,4,-84
105174,13066,1,-80
106008,13036,11,-53
107658,14425,5,-75
101152,2608,10,-4
104885,5261,12,-5
106544,3880,4,-78
105568,12029,6,-55
105901,8631,10,-81
101581,865,2,-70
101595,10921,7,-44
104483,5515,10,-72
109952,1309,10,-19
100945,14240,5,-17
107809,11101,16,-81
102753,4069,1,-51
107834,10394,11,-37
112302,10549,4,-43
113284,8220,8,-79
106648,13746,19,-40
101231,7961,4,-99
107945,12818,6,-92
113045,806,7,-11
114370,8830,9,-43
108780,7820,18,-7
100259,7362,5,-33
110498,7522,17,-48
103082,2487,17,-67
110155,2377,3,-43
102692,1731,12,-8
102895,2479,19,-82
113808,5988,16,-61
104504,7922,11,-8
110067,5294,11,-73
105078,8347,11,-69
111761,11392,4,-46
106750,8040,17,-61
101591,2530,11,-23
102140,2417,2,-61
109337,12208,4,-63
112583,3894,19,-54
114477,11812,1,-16
106346,913,17,-4
104764,10875,2,-33
103091,13864,8,-1
104386,248,9,-9
107995,4093,17,-58
110870,14759,10,-9
102295,9668,17,-82
112558,9230,14,-12
100816,10632,9,-7
104681,3386,6,-65
106857,5610,2,-80
111089,14584,14,-8
106118,9492,3,-34
108832,4473,11,-42
109434,8164,14,-50
109073,9433,16,-94
103678,6639,11,-8
107213,7446,8,-33
113506,387,9,-70
114785,14473,15,-33
107558,2544,8,-82
100832,1070,3,-35
114794,12057,10,-97
101754,4903,3,-61
114297,4089,4,-62
103387,8514,9,-37
105331,11019,1,-19
112457,102,8,-46
111815,6454,10,-7
108014,868,4,-24
101280,7468,8,-41
112951,6577,16,-10
102728,12687,6,-27
103340,1520,4,-13
112533,9931,7,-65
108781,5237,4,-96
106351,1657,4,-79
106298,4227,18,-28
101756,7330,7,-80
100477,12869,15,-49
104877,4868,2,-61
114763,6984,18,-37
107953,11516,10,-3
101858,5358,16,-64
100002,10414,15,-26
101111,12532,8,-24
110131,10087,19,-63
101767,11405,13,-16
104235,6125,9,-20
102360,14137,15,-90
110448,6538,14,-18
103639,3589,2,-68
109879,612,15,-37
110935,6735,16,-47
105685,3957,5,-1
104393,5238,10,-83
105283,14104,19,-16
111063,13603,1,-53
113464,12212,5,-94
105365,9612,15,-63
105971,5056,8,-92
102553,5439,8,-72
102122,3201,4,-5
105056,10761,15,-13
106317,11109,15,-53
110884,9919,18,-32
100489,10224,18,-22
110927,1620,11,-24
105419,5206,3,-57
103353,37,13,-94
112996,7784,12,-50
113520,167,10,-41
109577,3935,5,-2
111634,5624,3,-96
111544,11356,11,-7
105827,13961,18,-95
103219,6157,19,-99
102336,1203,17,-21
101839,14303,6,-5
113956,4202,18,-100
114080,5586,14,-40
109315,12950,4,-90
112966,7511,12,-17
108522,13541,7,-26
101984,10677,8,-96
102328,13019,7,-61
113609,13439,5,-11
112511,9451,9,-77
110692,13717,3,-20
108495,9491,1,-76
106125,13977,17,-49
104534,5996,3,-36
110790,12353,7,-39
103873,8153,12,-97
111901,1689,16,-98
112834,3200,15,-88
114413,9294,17,-76
111069,3,16,-72
113678,11546,18,-56
107285,6533,16,-52
108003,3582,4,-35
110709,3682,19,-57
111750,12072,8,-54
110099,4956,13,-59
110603,9555,14,-49
107000,13179,15,-65
107934,8472,1,-51
114928,6185,14,-90
105545,10415,1,-72
108580,6004,2,-79
105121,527,10,-41
105641,1932,12,-65
114601,13908,1,-95
114457,7628,13,-34
113304,3499,9,-62
110376,9221,4,-95
101592,10546,17,-61
106735,12590,16,-12
114150,14840,16,-33
113136,8400,17,-62
110771,5460,2,-16
110733,12234,14,-89
104847,1861,9,-42
103089,4296,14,-60
112382,12893,18,-56
106574,7701,9,-50
113657,11859,7,-11
100997,10090,10,-32
100733,440,1,-96
112470,10175,17,-15
108087,7131,17,-88
102112,9278,1,-34
106067,5605,16,-25
103731,11406,11,-86
101551,5607,15,-63
106263,3546,12,-43
103756,10174,2,-45
102446,11329,16,-50
101065,12636,9,-50
107189,14096,10,-90
114561,2485,17,-76
102603,12699,5,-81
105707,7485,18,-8
110519,3988,16,-49
102238,13400,15,-69
113141,10422,16,-18
109691,2773,6,-14
104821,8572,11,-72
104575,8749,7,-48
110868,9444,12,-26
109413,11690,9,-13
102440,6711,13,-17
107468,1918,12,-34
113727,10256,5,-47
110165,8594,7,-66
109547,14537,6,-99
107891,4428,3,-34
110539,726,2,-43
100779,10908,3,-37
102231,8106,19,-97
103280,11378,18,-13
111549,1269,3,-71
104109,9769,1,-82
107790,2730,9,-72
106594,726,7,-5
103128,8486,17,-83
110725,9625,15,-74
107963,4608,13,-47
113849,6996,4,-13
107084,14799,19,-48
100981,9850,15,-93
107818,376,15,-72
102162,5240,15,-11
102208,10454,10,-38
108838,13531,19,-99
114938,961,14,-84
102149,6612,16,-32
112858,13876,10,-100
110218,7486,17,-42
106297,8509,7,-71
114553,2735,18,-70
107456,1680,7,-81
113966,2706,7,-8
112039,5291,8,-10
110342,6490,5,-18
114086,9800,12,-87
110437,8767,2,-14
109475,5281,15,-11
103931,10323,15,-31
106026,207,13,-22
108545,7969,12,-41
109094,7349,5,-26
104882,13830,14,-48
104454,1367,2,-3
112779,4984,19,-88
107487,8258,6,-24
107961,2858,14,-13
108405,4817,14,-77
106899,8469,16,-69
101847,8123,9,-58
111779,4541,2,-69
104535,3668,19,-39
112088,14143,4,-40
101524,830,3,-68
108934,5028,7,-13
102921,11146,12,-97
104544,12955,9,-23
109684,10364,3,-73
102213,907,5,-37
104349,13421,11,-24
109452,119,17,-73
112363,7106,18,-81
105358,12858,8,-53
114638,1149,4,-40
102887,9373,16,-26
108157,3922,16,-43
102956,11507,3,-80
108985,13611,14,-59
107801,7468,19,-58
114078,5500,15,-15
100937,430,5,-12
108442,13548,1,-32
112043,12923,16,-70
109125,4742,13,-49
111077,4226,4,-73
107224,5736,17,-89
109863,11615,10,-5
114491,9585,10,-2
104096,14571,18,-1
114785,7171,19,-71
112895,8232,3,-14
104226,432,17,-70
105628,6750,8,-81
112106,12325,6,-69
104139,5348,16,-75
100342,10890,12,-77
113478,671,15,-89
104959,9683,9,-68
109162,4210,7,-8
100137,13232,3,-24
107814,1094,14,-40
100115,6655,14,-36
112267,12009,15,-47
109694,8894,8,-8
104389,1977,5,-27
103108,3417,11,-9
114229,13691,13,-80
108438,14738,15,-32
104522,8642,13,-1
102119,10545,16,-1
106642,14310,1,-71
101717,647,2,-31
107958,8235,13,-21
110875,6605,9,-6
112301,8311,12,-50
102685,11387,1,-37
112554,6070,9,-39
113723,2079,19,-90
111796,5859,6,-75
110048,373,7,-47
112910,6597,1,-28
102684,6265,6,-37
101760,10828,7,-6
104289,12948,6,-84
100399,12316,13,-28
108386,7843,3,-11
101987,11293,9,-26
106746,1081,5,-61
100389,11427,15,-71
104549,7398,14,-46
112447,3747,6,-45
103707,14356,12,-37
112347,4896,17,-25
103355,1585,6,-71
108254,520,14,-5
110961,13321,13,-34
103808,9940,16,-64
106483,6506,15,-55
104572,11682,14,-86
110437,4329,2,-97
111779,518,9,-4
113201,14858,14,-92
109987,14818,15,-17
103406,1392,3,-38
109225,7713,13,-87
100602,3203,3,-18
107798,13049,2,-50
102699,11415,3,-93
110981,2566,2,-87
112956,3899,10,-4
106121,12200,16,-76
112330,555,19,-29
102318,4840,1,-9
110070,5732,19,-88
109380,7954,19,-22
102800,7529,16,-60
100681,12198,2,-17
102189,1952,13,-8
111502,10454,6,-37
108636,3533,9,-100
103964,14830,16,-12
109040,4858,14,-62
113064,14399,9,-82
112643,4027,9,-8
106791,8930,4,-38
100302,5576,12,-60
105437,4110,2,-44
105108,11581,2,-6
103887,2725,4,-73
102345,6563,15,-80
101840,1937,14,-23
107997,8736,8,-35
110304,13520,17,-22
111785,7718,16,-54
100342,1692,10,-74
104767,12492,4,-25
102248,10963,12,-56
107354,13587,12,-83
114213,3271,10,-8
106599,656,10,-99
114852,1228,2,-61
105055,11738,8,-53
108533,6390,18,-8
107504,3808,5,-82
104355,1065,16,-37
104367,5593,5,-45
113542,6085,3,-22
103626,12681,1,-41
101405,4318,10,-45
102696,1064,14,-6
108422,69,13,-66
107888,10354,17,-14
101282,5975,12,-90
102408,3522,1,-95
109087,11364,1,-40
104936,13480,16,-3
104149,11005,1,-8
101857,5885,18,-72
106563,1155,3,-17
114679,1697,9,-59
112298,3234,9,-55
108567,12198,9,-36
103537,11230,8,-95
104703,12085,4,-58
100598,8863,14,-72
109944,12561,17,-50
103876,11193,13,-29
108912,4594,1,-70
110334,14977,8,-29
114248,5571,9,-67
109399,9789,17,-3
106751,7588,17,-39
107867,3743,6,-13
104453,11256,10,-6
106884,14973,12,-48
109961,4271,2,-19
110224,5161,11,-20
106460,1067,1,-63
105412,14329,10,-70
114814,12981,9,-74
103062,5837,8,-16
102867,11210,9,-38
106184,1611,3,-20
113105,9633,16,-5
108564,4647,2,-88
104304,6929,19,-54
108470,12060,5,-20
105661,6307,12,-61
101846,8832,5,-51
108706,8360,16,-86
109481,14768,11,-71
107987,14675,1,-87
102601,10124,10,-30
100829,12098,17,-64
113456,9747,14,-41
104016,12093,2,-75
105615,4129,14,-75
109524,6075,12,-71
102177,6567,3,-24
111156,2466,5,-37
108990,472,5,-98
106923,8608,12,-68
114196,4389,14,-98
101275,4712,12,-53
104613,4040,5,-51
109657,5639,15,-74
109898,3605,16,-77
112153,7618,2,-8
104657,9223,1,-32
105564,1991,10,-48
103526,9381,10,-97
106266,11856,3,-61
102313,1948,14,-54
109507,5823,7,-99
112648,2688,17,-18
110168,2118,16,-82
101922,13742,2,-47
101217,10608,8,-16
111679,169,19,-62
105271,736,16,-27
108100,4874,1,-71
104997,13483,4,-85
114787,5881,3,-43
105808,10433,3,-37
107889,9195,18,-41
104242,14205,17,-32
109662,1805,14,-26
107358,3908,10,-58
113375,10640,8,-63
108727,3324,6,-100
112344,12237,5,-33
110588,5079,10,-82
108407,2474,18,-94
111189,7066,15,-13
103911,2390,4,-100
114344,577,3,-13
110051,5226,1,-3
103113,13899,11,-75
114957,3472,9,-59
114131,14414,13,-35
108926,715,15,-50
106018,1002,12,-17
106611,6227,11,-6
113090,9505,17,-39
112067,4789,2,-42
111085,6449,12,-65
114492,4986,3,-24
108401,2124,10,-77
112760,4538,13,-74
112757,7510,11,-37
105316,14353,1,-54
100180,14589,10,-69
106594,10879,15,-99
103854,3726,2,-3
104424,11761,15,-66
105043,9216,5,-36
110182,5759,16,-71
108199,7169,9,-35
113793,1806,2,-87
111043,5561,15,-31
113187,2031,10,-22
106218,3465,6,-43
104760,11108,19,-22
106255,13164,4,-98
102047,2010,14,-3
100067,6814,15,-35
112489,5801,15,-72
113813,7572,9,-47
109849,5016,11,-73
100895,1513,18,-58
108352,4554,10,-97
110318,2139,7,-43
112851,9139,19,-89
106255,10500,17,-4
105975,4479,8,-58
114674,5058,8,-5
108224,110,11,-13
103529,13508,3,-64
106334,11267,5,-91
101045,5136,7,-96
107570,12704,1,-47
106361,1854,18,-16
111704,17,3,-80
101162,14506,18,-26
103682,12190,14,-93
109513,5413,17,-88
104853,609,9,-8
104887,12850,5,-84
110036,4607,1,-84
109688,14652,13,-19
104328,3979,14,-63
101504,6811,10,-10
113690,9616,8,-1
103459,9332,16,-69
104856,396,19,-85
114905,11276,9,-33
103178,12219,6,-67
112286,9331,1,-81
107817,11705,8,-81
103549,6330,11,-47
113552,7280,16,-24
101362,8446,12,-62
103101,11123,4,-44
109265,13170,8,-16
100630,1429,15,-70
110005,2788,12,-13
104026,5046,7,-99
102515,5982,11,-61
103807,2448,11,-100
102964,9714,18,-4
108590,13314,16,-34
102267,6943,9,-68
103518,9213,5,-24
108984,4863,13,-50
109665,11911,8,-69
100781,1627,16,-71
106784,5244,5,-99
110016,12782,5,-6
101537,904,15,-36
114772,8311,5,-85
111186,4926,14,-29
108361,4890,12,-22
100452,6746,9,-60
101310,8918,13,-35
100047,12758,8,-84
109187,1013,13,-70
114168,11921,15,-26
107124,7274,17,-69
113535,7586,3,-81
109843,3949,12,-46
110131,14830,6,-20
107695,12385,15,-56
109671,1060,12,-98
109580,9071,14,-72
112463,12715,4,-6
104566,2038,11,-38
102674,1982,14,-79
108907,6455,18,-93
109872,5016,5,-79
108015,10320,2,-9
109748,3786,2,-50
104068,11859,8,-92
111694,775,5,-22
104018,2538,11,-51
113437,12796,15,-36
101751,6988,13,-88
103160,8897,5,-13
101510,12152,6,-99
113787,319,15,-18
114220,1132,3,-60
113781,14536,18,-5
102572,9259,15,-75
105455,9603,14,-4
102293,11752,14,-1
114556,9516,14,-74
109504,13044,6,-94
101984,14086,4,-22
111337,5679,17,-22
114477,5184,11,-45
101461,11229,19,-27
105482,10744,4,-72
111740,2947,7,-13
113779,11160,4,-11
112237,7514,11,-92
114062,7748,18,-8
112092,65,10,-7
112090,3164,5,-64
106594,10345,10,-94
110761,1246,14,-28
109386,12628,6,-32
113690,4547,16,-16
100025,1281,8,-39
113156,14596,6,-8
112997,7387,18,-51
112209,14067,3,-20
100534,12623,1,-34
111948,9119,15,-43
106875,4000,9,-49
112598,1851,17,-32
112554,13036,2,-47
105605,11904,17,-17
106568,7040,2,-28
102020,4446,3,-90
113252,3055,18,-43
109759,12976,1,-30
101931,1824,11,-54
106934,4997,15,-69
105403,1179,5,-84
108193,10134,5,-39
105720,2284,13,-29
107587,8620,17,-41
110881,9257,14,-78
106205,1202,9,-93
108751,11874,3,-72
103654,6377,5,-97
103745,5211,8,-99
112006,14815,6,-31
101929,3577,19,-61
113188,13935,4,-31
108180,12359,7,-1
111381,12797,13,-14
106851,3192,8,-79
113262,2986,5,-99
114607,7505,8,-17
101056,13980,9,-100
100921,9890,7,-82
110013,1965,9,-19
109578,7589,17,-75
110935,12377,8,-57
103416,492,7,-30
112621,12842,16,-87
112055,11145,11,-47
103237,4974,17,-76
113590,6707,6,-16
108990,1946,7,-57
106964,6606,6,-41
112917,686,5,-14
102056,12268,4,-2
114201,7815,10,-21
106817,10002,16,-5
113274,11649,2,-29
112354,1559,10,-24
109771,14076,6,-77
108002,14160,15,-2
102640,14355,15,-81
113590,12092,3,-80
107819,2623,8,-53
101193,2131,11,-32
104937,8050,18,-15
111391,2565,6,-41
112903,2285,18,-32
110899,5484,1,-83
110729,11112,11,-69
114418,13515,7,-1
110606,2912,16,-69
100510,14414,13,-78
110933,3798,16,-8
106918,8659,7,-86
107043,2562,15,-52
111912,335,12,-88
100005,7241,4,-50
113760,9623,6,-6
101643,12351,5,-21
103638,6081,7,-35
108081,2887,4,-100
101066,9816,15,-77
108293,8822,11,-60
104905,6860,16,-43
114255,8933,8,-96
105010,13081,3,-47
113331,198,11,-84
114789,6595,19,-92
111048,1856,6,-32
107102,1222,12,-11
106328,5616,7,-82
108606,14431,19,-33
101808,6285,12,-82
106029,12596,10,-45
112671,9382,1,-13
114529,5859,7,-76
102065,7340,12,-37
100058,8269,4,-83
113242,13177,18,-100
114026,3642,4,-37
107083,7325,12,-13
113528,8198,9,-7
114484,5069,1,-9
101678,7001,7,-52
113056,11272,6,-77
113039,11284,1,-6
114854,5760,8,-82
113905,2444,11,-35
107868,9784,16,-66
114564,11429,12,-8
112292,9867,11,-15
113008,8372,15,-39
104940,9409,15,-65
102047,11382,13,-59
102102,7994,4,-32
114871,8580,2,-63
100981,5639,4,-64
105124,9946,17,-30
102832,4950,14,-24
105974,5164,12,-18
114454,14011,17,-77
109186,9991,15,-71
109545,6860,6,-76
114090,3989,6,-56
100219,6886,3,-23
111183,12122,16,-93
108457,243,17,-100
104600,6249,1,-26
110553,12165,18,-16
101371,4867,4,-86
114600,8841,8,-55
101251,4259,15,-83
102907,7952,15,-68
107841,854,17,-15
105348,12822,17,-33
106427,13366,6,-75
114514,3067,14,-80
102972,6282,18,-57
114989,13537,12,-67
114247,8454,17,-90
104294,14807,16,-57
102461,5807,1,-73
109159,6701,18,-91
111103,6206,4,-16
106234,12236,7,-59
112086,6471,19,-6
103373,2488,18,-80
114697,2955,2,-23
100235,10113,11,-54
100741,1418,17,-49
109872,8429,6,-96
113767,407,9,-27
111700,5392,2,-23
101012,8547,16,-42
105238,2418,19,-55
109841,8995,15,-22
107906,5398,19,-90
111451,6239,14,-65
102873,6295,17,-92
105422,12191,6,-75
109411,9345,2,-90
103218,14939,10,-53
110311,9918,9,-67
107551,10732,4,-93
103444,13975,2,-17
110000,11126,1,-74
110380,2687,1,-44
102074,13737,13,-39
100062,14480,4,-40
108372,11889,13,-50
107519,8362,1,-63
114842,4341,14,-57
102446,9393,11,-4
108864,9480,6,-50
111653,700,8,-20
110374,11673,10,-61
114116,5155,8,-91
113849,4640,9,-67
100837,13211,10,-62
101305,8296,19,-13
107770,7773,18,-45
111609,6603,7,-38
102485,12297,3,-3
112552,1719,6,-20
106914,171,1,-61
111197,12366,8,-17
102833,9668,8,-38
105132,377,10,-43
100055,2090,17,-28
105442,11195,15,-9
113483,792,17,-18
102230,2964,15,-74
106616,7502,18,-20
114760,13863,1,-5
105591,14226,12,-44
104859,10914,6,-28
107623,9538,18,-31
111669,8298,3,-22
107095,12926,14,-65
107408,4849,2,-53
108070,795,1,-74
105259,10311,13,-67
110920,1495,17,-70
113207,6335,4,-91
100308,49,1,-2
106031,12003,14,-9
106695,14087,14,-54
113939,13335,17,-67
106497,1889,19,-86
102130,10969,10,-53
109863,12990,10,-1
108071,9199,15,-70
101633,10552,19,-70
101268,14883,13,-68
110742,5682,3,-23
105415,1249,8,-13
100957,7241,18,-50
110107,6268,6,-77
108754,12114,12,-76
102236,13988,19,-78
107924,11189,17,-72
103713,4280,1,-28
102752,8161,11,-26
107716,9150,8,-80
101566,304,10,-70
106695,8952,2,-87
105061,8688,1,-11
100092,2757,15,-56
110149,7854,13,-73
103322,12398,10,-67
112659,7467,14,-43
100642,4342,6,-40
113790,10980,6,-47
111413,10805,11,-49
112842,8193,11,-55
101468,11301,2,-17
104389,13490,8,-32
113276,12203,17,-8
101465,6251,16,-84
101770,6369,4,-57
110165,11566,5,-1
106193,4381,7,-52
101976,8438,15,-66
110697,11727,15,-30
105243,3844,9,-29
114299,4360,14,-29
101266,8617,13,-36
110798,5935,3,-31
100034,8095,4,-46
112960,2301,13,-100
104723,318,11,-61
106972,13511,7,-16
110665,9395,6,-22
107654,890,17,-75
107340,12476,3,-54
113264,11406,12,-62
101061,3507,12,-20
104502,307,3,-78
107579,11008,14,-96
105061,5775,2,-44
107704,10837,7,-7
110741,698,7,-29
104554,7220,7,-8
113761,9363,17,-10
110843,1758,5,-45
114953,2713,8,-81
112289,119,13,-100
106406,7346,18,-89
103022,13121,1,-31
107946,9273,7,-5
107186,4732,13,-54
105033,12247,13,-19
103672,13817,7,-42
110662,1643,10,-3
102869,10212,7,-73
101959,13020,14,-62
114540,10456,17,-24
102629,1919,7,-29
101442,354,2,-86
105859,10982,15,-95
100723,1994,19,-52
112221,275,10,-11
105145,1791,13,-95
114760,11339,12,-53
114140,14739,1,-33
101616,9918,3,-73
102522,4784,18,-47
102110,1711,5,-92
107138,733,16,-89
105603,6454,10,-86
113883,7256,19,-10
107150,12682,15,-54
113170,12771,13,-6
108499,10047,16,-32
112968,6123,13,-79
107718,13677,3,-42
105700,9135,8,-69
104960,4491,18,-47
111065,6371,16,-18
107101,12558,8,-70
103694,4545,16,-38
110118,6063,1,-87
103812,1748,2,-96
114198,4048,12,-69
101381,2066,13,-33
107963,7284,8,-34
107335,11368,12,-6
105100,5497,12,-2
114883,8355,6,-34
109657,9238,4,-68
109343,12506,2,-89
100239,94,9,-63
101822,12579,6,-64
102328,8267,6,-55
103966,5182,6,-76
101188,12117,18,-7
109165,3317,6,-21
100013,247,1,-51
107658,5053,3,-69
106592,13673,16,-32
104134,9124,7,-74
100299,1994,14,-90
114321,13922,13,-15
100320,5148,5,-71
101190,5976,6,-2
114892,6180,4,-54
108097,8427,7,-26
110456,5699,3,-40
100686,8921,17,-75
100625,13364,9,-92
100525,12056,18,-59
111674,13157,8,-9
104604,1089,16,-6
110005,200,15,-94
114250,10908,5,-95
108420,8737,12,-14
102345,10961,15,-83
108370,5604,4,-46
102927,3889,9,-98
104707,4843,4,-22
107732,8388,11,-20
114714,2411,17,-5
109394,4279,16,-67
102037,3898,8,-10
109846,14605,10,-88
104755,2730,18,-68
112283,8431,12,-5
108136,4486,17,-13
112035,7232,10,-32
112609,7696,7,-85
103211,9330,8,-64
111778,14867,4,-62
112625,12403,10,-27
114164,1112,15,-8
107065,4424,11,-46
109268,8440,13,-57
111622,11428,14,-39
105462,10903,10,-66
103867,10325,11,-74
109785,13534,3,-35
107326,9461,19,-45
111926,9148,13,-75
104482,2823,14,-40
112312,3562,14,-89
113246,6630,9,-25
114359,13634,9,-60
103778,12820,16,-38
104738,4795,4,-54
108540,14703,14,-44
109062,7645,4,-88
106642,4330,14,-56
101470,13935,6,-10
103094,7408,15,-77
101013,8975,16,-74
106969,5658,8,-22
113793,6988,3,-67
113401,12713,19,-91
104366,4503,5,-100
103009,4475,7,-73
110847,2486,8,-60
113261,5781,17,-95
110485,11896,2,-15
103539,647,12,-20
109497,8623,18,-49
103394,3758,7,-85
107810,9564,13,-89
102219,5924,4,-61
103799,1178,4,-89
112011,2872,15,-62
113553,3272,14,-62
111533,13270,4,-91
101623,8528,8,-71
101717,13013,3,-46
111679,8471,10,-28
101281,11037,14,-49
113135,1870,6,-72
109371,7727,18,-40
112745,11469,4,-7
105397,11245,12,-14
113382,12792,7,-22
104091,10452,13,-79
106406,2271,4,-48
103620,4124,19,-92
110629,8828,16,-58
106314,7901,7,-41
113931,6236,19,-21
111472,11076,12,-56
105485,10232,19,-81
105052,4922,18,-89
100710,99,19,-70
102139,4723,14,-82
113958,2994,4,-82
104035,4132,15,-96
106860,1739,2,-95
100324,4813,5,-15
110501,4565,14,-97
110195,5184,3,-97
101093,10648,1,-72
112231,2914,12,-78
106068,32,10,-34
102109,5166,5,-89
106163,3479,19,-71
108381,8499,6,-24
108619,212,7,-82
100049,2944,8,-11
