SK_ID_PREV,AMT_DRAWINGS_CURRENT,AMT_PAYMENT_CURRENT
13830,5958.72,3060.53
2943,4853.28,1742.79
14390,3303.23,3191.31
3982,9155.63,352.99
10653,8348.61,2453.45
3079,9296.46,3125.34
9975,2647.34,4367.72
11598,2710.17,3670.96
13038,9422.21,3538.23
10404,8708.05,2556.3
13525,8648.88,3418.75
10676,5496.47,2718.39
10618,2968.8,615.94
4843,4961.38,970.3
5694,880.05,4258.09
3198,2943.51,4582.09
835,1494.35,451.71
13087,8533.33,140.26
13809,644.23,2454.54
13454,3887.5,4282.64
4622,1898.08,354.66
13022,8897.13,3092.02
12827,1894.31,1922.41
64,1040.05,418.46
6753,8452.77,3264.23
6057,1247.12,1460.14
14427,5170.57,3369.78
2698,1720.57,4284.83
9180,3976.98,4887.56
4073,6194.7,354.87
1865,4582.2,596.24
8605,1716.69,1295.07
141,8556.9,666.98
10997,214.71,1489.84
5188,4242.38,1497.12
2370,7350.72,1955.61
12769,671.54,2963.39
6358,2524.29,4526.06
7770,2240.98,1189.07
13366,6445.29,1263.62
3272,2313.0,1800.16
6488,7767.93,884.34
10973,4289.96,1747.21
2015,5181.38,4040.81
13664,343.58,2884.51
8769,5721.63,3114.2
6739,9114.48,2164.88
10133,2233.89,2466.33
8774,2802.51,701.71
1263,8556.37,4832.97
13182,8516.23,4145.24
8170,7625.07,4562.58
9867,9876.36,3554.76
14514,2923.56,380.5
10206,3897.8,3912.65
457,1308.32,3922.11
7302,7399.22,3465.2
11238,8060.5,4098.11
1307,7417.94,2869.45
806,2182.55,4193.06
4157,3643.18,2311.48
6559,1363.05,711.15
4269,6429.15,2688.66
8302,7125.74,4359.68
807,6049.15,1332.31
7644,9971.5,2613.25
3006,7711.96,1707.77
14259,4566.19,3685.6
1053,8240.26,3019.57
5055,4136.58,1248.1
1051,5084.43,1237.85
6178,7159.57,2985.23
11646,7401.02,4812.73
6168,9843.25,2626.37
6122,8850.35,4070.93
12591,7294.76,2466.44
12159,9850.57,4596.78
11270,3743.55,4537.39
9541,6312.08,2713.14
4292,8879.72,4071.48
12636,7726.02,2595.93
5402,7417.95,2799.65
4743,9620.31,102.59
9479,4984.56,2072.02
285,1147.83,3561.25
3690,9945.04,2989.63
1292,406.23,3957.56
13606,692.43,3538.25
7325,1146.55,3521.4
10375,4910.23,4259.33
3074,611.15,2964.02
6089,6487.03,2308.39
14677,9773.57,2736.13
7463,5566.69,3333.84
4699,1442.84,1944.43
12659,9177.47,3780.22
3988,359.58,1498.71
3664,5146.0,3643.09
9721,2707.2,3423.11
5358,6723.65,2380.25
3813,5197.16,2917.8
10419,2964.05,4208.65
8991,3201.56,546.39
3149,515.1,4337.41
3671,8228.32,1468.73
10636,8965.59,4582.95
2066,2775.47,2030.36
1788,6886.54,1328.14
12150,2622.35,3331.36
2958,389.39,3743.54
10916,7343.63,1645.57
7422,6110.6,3020.34
1801,9633.06,4712.9
11037,8427.09,4401.06
13769,5295.95,2022.22
5174,1490.14,2447.03
4199,1723.1,4185.87
9974,7963.49,1273.32
7769,1517.77,3677.21
11806,7703.74,4748.15
7398,3203.97,1206.18
3561,1231.51,1441.65
12380,3882.93,4943.41
13326,5903.32,2582.72
2103,3055.45,3065.25
10483,7820.59,4983.54
688,8552.17,3697.92
4845,1543.61,2423.46
9364,771.9,1361.41
11100,9678.52,2947.73
3771,8696.53,4216.71
6819,6376.35,3197.71
9972,2795.82,4505.48
14907,7711.78,614.87
105,1622.52,4733.37
3203,7740.12,4206.69
979,7646.73,3034.78
9967,8044.02,3272.18
13372,1213.66,1194.04
1105,6493.55,996.41
12186,8286.17,1047.97
3440,7781.52,979.36
14885,7660.96,1851.92
12467,424.59,3897.2
5206,5907.56,488.8
10184,2905.12,1564.36
14748,559.28,1863.94
1217,6552.12,1266.48
12608,4987.0,1607.84
9358,9067.51,3983.59
11060,8231.96,655.23
944,2087.33,2190.58
4215,9290.94,1741.96
3825,2018.26,4099.61
8989,5947.06,305.51
5899,3269.2,3064.43
5611,9246.23,631.81
5039,251.97,151.31
13545,5320.1,2180.8
1894,4826.0,2085.21
10345,3919.8,3406.3
968,4508.9,2233.31
13253,1126.73,2386.85
12667,3183.82,2636.71
2078,2888.73,4312.34
10145,887.57,1996.48
1032,4035.45,870.49
10847,1048.33,3710.58
8800,3345.8,518.21
5823,3149.2,892.63
14871,2115.85,4752.5
12055,9345.99,100.05
6599,3066.0,2286.2
1881,6942.61,134.89
4055,5816.24,4281.93
13961,7251.31,630.7
9439,450.03,2834.01
3558,3648.46,1853.22
1059,1836.97,3514.5
12388,7962.78,2317.25
6285,3510.72,4086.69
7073,2272.22,4405.34
492,4057.27,1326.96
1772,2612.23,4449.39
6810,167.78,4009.13
11490,6523.07,4450.59
9404,241.67,481.9
12305,8400.98,714.09
12856,8452.87,2278.61
11456,938.38,4633.68
12161,2445.53,4928.24
8925,4821.3,1743.18
3393,7479.53,4204.24
9841,7059.75,4365.19
107,5141.9,758.9
13362,4645.92,2948.79
7188,6170.89,100.69
10891,1378.78,2717.19
4550,7669.63,4718.36
12704,9229.18,1939.66
12627,2899.17,1338.43
2425,502.46,2482.51
13679,9311.97,2787.54
11552,3955.4,2910.93
10722,2802.74,3965.39
11596,2586.16,1540.84
10840,6228.49,814.99
12467,1792.32,4630.65
5022,2096.55,179.72
10305,1523.3,1435.8
1529,7807.43,3252.82
5515,4963.36,4882.41
10703,9780.63,2410.67
1117,9578.44,2485.39
4045,541.24,2877.93
8322,6130.82,1163.45
11631,7400.28,459.11
6290,9249.11,3035.37
2626,9714.79,2724.19
9033,7407.72,2991.41
2614,3751.39,364.17
14228,7642.75,2989.22
1578,2199.43,3838.83
13741,1509.33,4484.0
9932,2447.45,3041.44
3863,4711.82,755.17
3422,5605.91,1447.62
5744,5874.07,442.74
11995,9100.28,1688.87
10474,5742.52,191.22
1779,2943.28,3278.66
1786,6489.02,1293.74
10812,5556.8,820.84
6981,286.99,581.33
12289,9440.56,1230.88
12946,7819.67,549.37
7124,5781.61,4570.48
3333,1951.68,902.82
11619,3086.64,2271.98
5953,6793.75,4144.29
10835,1114.74,2581.96
4085,6599.68,3534.63
12922,6553.31,471.59
2600,480.75,1205.83
4176,1385.98,3537.66
12979,3744.99,2629.9
4996,5980.49,1952.25
8223,1520.68,270.67
3893,1251.84,1141.08
11974,4375.45,4344.73
824,4091.23,2166.13
3229,5621.82,226.35
12629,6597.92,4235.2
9475,6034.8,4735.75
5097,2501.71,2554.89
4391,8730.88,2129.77
8843,1138.77,179.1
13687,5974.44,4377.0
11798,6180.75,523.41
8725,1881.83,4545.41
6972,2393.47,4899.41
12380,3156.72,2165.84
7376,7846.04,4284.82
4676,2144.59,4195.42
4754,267.1,132.01
14386,6746.36,3019.88
4157,6532.45,3026.58
1726,2300.49,331.43
12501,9581.69,4685.14
5007,5055.58,2359.39
3875,272.96,718.66
6150,698.71,2122.66
8118,4350.96,4931.01
14668,7157.51,1207.74
8081,8479.98,4853.93
923,173.05,635.37
14425,5213.72,944.75
11140,5109.05,3660.94
11360,7572.22,286.84
11984,6844.7,297.7
10108,722.34,3427.6
10637,5829.4,4482.51
12807,5334.47,4138.14
9877,9166.94,4249.74
6018,8269.61,1212.05
3510,7978.39,3410.39
6907,4290.15,1591.12
1994,8363.17,4578.5
13321,1501.36,3038.24
8256,8341.07,2861.73
4249,8583.46,123.35
13489,1092.4,2786.73
2275,3463.92,1223.13
415,8810.23,1570.21
1991,3818.58,2931.88
1223,5470.06,1216.34
8632,5921.91,2349.36
4989,2924.24,1007.42
3279,5006.8,1125.75
529,2661.14,4621.05
11272,6821.25,2578.48
13606,9109.59,2689.07
12679,1750.76,4692.72
11461,6873.81,4162.43
772,7325.59,4703.53
10935,4007.81,4764.4
11251,4046.75,643.93
14654,5725.17,3056.91
10066,1794.63,1618.83
13804,5035.87,4763.39
13763,2907.99,4427.68
5889,4462.94,837.67
11823,6397.23,2457.19
14335,3763.24,1181.93
14800,7690.51,692.5
12903,8695.65,1284.17
11449,8611.14,523.87
6622,247.17,3836.4
6207,5349.44,4062.57
11040,1411.86,1388.0
13678,629.6,3984.94
13203,7844.78,3711.17
5762,7334.3,3613.21
11663,3220.24,915.09
4313,9013.68,4173.84
11202,9241.83,1892.26
1467,6562.99,4517.09
13329,8932.54,3843.02
10120,1793.63,3969.34
6689,9608.73,2028.52
13184,2149.95,2939.85
3860,5377.74,956.96
11066,3121.64,1061.94
4282,7580.85,4414.87
2248,1078.72,4941.43
5856,2951.79,3063.16
1770,9773.21,3960.72
11510,3337.31,2453.78
11324,9235.08,4222.68
13504,3963.42,4028.81
9501,3202.63,3856.65
13770,4254.25,3802.1
710,1053.89,2042.01
3226,3234.08,2800.49
8879,242.4,2758.04
860,873.61,334.17
12454,6869.3,3078.79
2746,4575.35,790.45
3059,2813.72,3489.49
12692,8636.71,1248.31
8841,4402.46,714.37
5144,3088.55,3536.51
6426,6669.51,1492.45
8977,5395.66,3174.19
12931,7175.2,3255.31
4899,2872.73,1196.76
13271,6505.88,4309.46
6859,553.84,1216.98
9721,5197.42,3208.06
3492,9653.47,2956.57
11099,4572.91,2397.46
6384,9545.71,1010.79
5115,6686.58,1764.6
4246,6682.23,1274.38
735,2116.25,219.17
13471,6889.06,1902.8
3323,370.11,3662.58
2935,9084.9,4556.27
11697,4662.39,4533.37
3277,5957.61,4693.36
14484,6658.24,701.8
6376,3926.46,357.22
11893,6937.8,2720.11
10241,4037.01,4993.06
5762,8330.11,678.84
10075,6712.79,449.4
4982,132.39,1806.75
8889,4149.53,4325.33
5873,6823.45,3959.41
8859,2658.4,1464.59
1171,2603.32,739.52
6628,2456.33,3547.22
11408,8349.85,3079.13
837,8173.74,2917.76
9217,2138.24,248.73
5780,2094.35,3291.31
5199,8042.75,4698.81
7919,6920.66,782.85
13200,5725.27,3667.76
1305,6377.37,2632.75
300,3555.41,2754.22
11454,4368.05,2805.57
3019,9458.93,4142.92
778,8828.06,170.77
1002,2521.33,2721.41
278,4470.13,3463.28
1517,8529.95,4621.9
5191,6446.02,594.55
4052,5491.03,200.12
3693,156.4,3177.4
11599,9985.02,2793.11
10933,1653.36,303.52
5459,4755.13,2574.37
13214,7944.0,551.09
9021,2662.1,4867.26
12038,2876.91,3102.58
10126,4579.13,2393.52
4514,6491.41,2582.03
5814,2520.37,3026.6
11850,4450.8,4476.42
1581,2699.43,3295.16
4753,1655.92,3558.51
7493,4359.13,1350.85
14616,7694.52,1366.05
14348,8669.56,4376.1
2800,187.55,302.72
2876,388.6,4273.79
13424,7467.1,1884.63
690,2618.06,1820.59
8588,7188.46,3775.95
7172,2115.13,2563.32
11704,694.77,820.14
11801,4851.93,1531.03
12438,4951.05,4793.28
14602,4222.46,2458.01
436,1812.75,3170.89
5433,8748.84,2343.95
9588,9824.26,912.11
2148,3240.89,4631.86
1937,8244.9,2527.7
12189,4473.15,794.02
779,1277.55,1545.68
7769,1299.11,1159.91
9571,9994.95,4430.26
14367,3539.71,1588.33
6052,9700.47,2429.76
3862,6791.14,4157.65
13520,5409.49,4547.91
6693,7760.3,4356.71
4609,7266.83,1506.79
5843,6025.75,1722.08
102,6954.58,1304.63
2909,1648.86,214.16
6930,3596.4,4215.82
1212,2350.56,2830.06
14919,2491.86,1403.1
3521,5439.98,3492.14
6750,5263.2,2471.75
13509,8411.28,3046.95
11926,7401.86,1305.27
4375,6351.87,3274.74
9143,7050.88,645.16
10836,5155.99,2282.94
2428,4637.52,4625.62
9929,545.27,4736.81
5182,6662.24,4238.31
11890,7098.33,1604.12
14513,5562.54,3587.15
5605,2021.65,3787.22
140,1263.16,3410.1
5169,6608.06,2958.16
10912,8272.55,2072.53
6472,5460.65,2907.05
764,2782.51,2933.9
10743,9582.94,2173.46
10016,8810.19,4033.17
14756,7517.47,2758.69
1081,678.15,2298.3
12704,240.89,4961.69
6182,4558.59,3053.59
12854,600.63,2542.42
6161,2982.11,3138.16
3490,2991.51,3381.28
3255,6926.43,961.52
11828,8870.54,2418.36
12957,3296.68,2072.29
13678,2710.31,626.21
12180,8626.03,2984.05
11165,7153.71,2256.76
2127,8657.28,334.21
12155,2648.07,2943.93
850,2603.65,4963.51
5268,7691.25,1276.29
1566,5598.28,2361.36
11586,7988.04,733.65
6314,6990.45,3529.95
7756,6823.13,2899.11
10498,5100.64,4593.64
1249,2786.22,2482.37
9686,8622.58,2902.81
2618,7030.35,1083.95
9454,6395.56,2388.23
6693,155.01,3738.84
13944,1039.25,4313.5
12019,4328.86,4400.7
10668,8872.45,3234.35
9678,4210.15,251.4
12499,4489.81,2909.19
13716,8412.22,1533.59
3353,826.13,4273.95
7256,812.71,1836.97
6596,3228.9,2744.39
6255,6648.63,3687.52
13505,4990.92,4770.63
3582,5096.73,1990.3
13266,2328.51,2616.05
10613,7285.37,3160.77
2437,259.53,2252.17
11802,189.3,3572.8
335,5028.58,3704.67
14746,4568.67,621.69
5743,1748.21,3275.29
7244,6003.2,4588.94
10362,4494.86,4444.61
350,7992.09,840.69
10887,7174.61,1811.31
14965,419.92,1085.23
10972,6266.38,2726.06
10398,9337.85,4591.59
11544,1895.45,3528.72
6679,5174.44,1938.13
4486,1876.82,582.2
6029,5373.86,4496.55
4456,4021.37,3386.15
14736,4753.17,1372.7
1504,1337.88,4819.93
565,4914.42,2374.8
8487,2774.04,4675.33
2594,425.66,1475.19
3174,7827.55,464.44
2751,5227.53,4401.0
9231,3905.36,4364.11
8228,5134.42,2708.05
8469,2781.45,2758.99
10622,7905.68,3228.34
10390,3497.13,317.73
4279,4679.58,4576.94
5550,7832.65,4680.63
1230,3224.06,3190.94
14162,8211.28,1362.69
2535,9113.32,4642.2
13703,8375.59,224.22
10886,2436.06,4147.65
13479,4528.73,1295.91
12273,6819.11,4036.09
12885,6357.06,4536.96
11174,2719.49,4885.87
7340,8566.14,1371.25
4406,405.58,2687.58
3456,9324.87,203.64
9264,7863.1,3466.22
13167,3312.12,1499.36
2875,7312.01,1246.85
578,5725.82,3735.06
12583,965.2,2784.01
1066,8836.33,2710.4
4648,5887.86,287.81
10984,5388.79,1694.26
1544,602.51,2432.88
4522,3474.59,1652.37
6741,9482.22,2052.27
6774,9349.1,1167.95
2762,3986.28,2978.53
14905,6978.45,1551.69
13312,222.11,3779.4
785,8590.44,4544.85
2881,2348.84,4096.06
5449,1884.97,3395.27
7211,949.77,3740.04
8462,7238.92,2489.16
6282,8588.03,2614.16
6942,7825.87,2007.23
8566,5939.32,4532.23
12703,8794.92,221.92
1550,2191.89,1005.39
9,6819.47,1765.21
2885,3045.06,162.96
10948,7106.45,4539.02
7344,5358.66,4199.46
6581,6338.49,3979.14
9051,8215.04,2348.76
9362,3924.87,4698.41
5396,245.27,2013.17
14341,5184.73,3567.2
9538,5219.76,2638.58
4321,1258.69,175.81
6393,9211.76,4582.37
4101,9653.2,3695.47
7380,1306.85,872.2
3572,7674.66,958.77
4805,5908.01,2046.76
7201,1891.63,3431.77
8969,4258.02,1740.14
7189,5830.58,757.59
12386,2894.23,3927.91
14769,1492.2,3703.22
2941,1748.15,2187.85
10276,1872.45,2751.74
11178,4083.89,2562.85
2039,6265.21,3983.87
466,8871.81,2303.31
7513,9847.52,3406.6
7757,7965.0,142.62
14722,852.43,262.6
13125,5197.92,1334.63
5962,8684.35,215.92
11548,1480.63,4411.88
10095,3864.74,3926.28
9927,4941.42,3977.33
8721,7077.18,4667.63
9327,7535.11,2797.36
5598,9124.88,361.98
10757,9349.3,2447.5
10542,6486.67,568.14
7505,3403.52,4389.9
6435,7722.21,2870.09
5987,2186.07,2536.05
9553,6193.01,1601.17
3840,603.63,3984.96
374,5096.89,3253.8
10906,3981.63,578.44
9687,3177.63,3961.19
3576,5132.1,4901.47
13173,6136.17,2675.32
13444,9786.08,3034.51
7494,1222.74,3804.81
10990,6237.44,811.44
14260,1089.75,4069.34
8809,2462.85,4591.45
5953,1946.98,4944.69
11012,3819.25,355.34
3870,5310.28,1984.16
741,1015.76,2726.72
10406,8677.63,2681.9
2386,4486.01,2380.6
7711,7959.24,3236.07
10768,8058.26,2675.77
4224,3926.41,4025.54
14729,437.28,2216.35
3232,6065.08,3929.19
7836,1031.7,3215.84
132,9758.28,3376.86
14766,4363.84,4517.46
13900,8573.06,1923.34
8491,2390.48,1675.34
7368,9167.58,4846.3
4609,9019.36,3673.35
10399,4968.49,2733.2
12074,5021.49,4162.31
14248,156.2,4612.29
7598,8182.32,4002.8
1705,3069.68,3766.43
3065,7865.01,212.05
6723,7540.61,3375.78
7887,9943.88,236.81
6507,7449.5,3448.14
51,4714.76,3212.82
6004,7733.96,709.1
14335,7711.12,297.82
14665,8517.31,3184.49
8772,5418.98,1412.28
11523,6115.06,4633.14
5019,8314.27,1707.39
5957,1629.51,3691.86
13147,6581.9,4272.37
12732,9421.18,2358.12
8644,5629.0,676.11
2066,7253.03,2504.84
757,5290.26,4214.45
5400,4275.89,299.79
4914,3838.76,4743.97
2138,9335.68,3148.4
1609,2823.32,2677.98
1230,8189.54,2307.36
13769,280.32,2244.28
10004,3547.02,4548.95
3506,4936.62,3636.22
5585,6378.72,4672.33
7408,4110.2,592.13
9392,9615.24,361.13
13502,3468.5,923.0
170,748.69,3756.01
13160,1951.84,2986.49
8871,1274.91,2125.28
11974,6817.15,4034.77
4842,3329.97,2725.94
10699,7775.09,889.64
13427,2215.91,3305.01
4518,2429.77,405.15
7943,2974.28,1291.23
5124,202.86,2773.17
161,8950.48,1170.59
14578,1269.05,194.63
1415,5357.31,4315.47
11380,4696.85,282.3
6240,8259.74,3788.36
221,5178.46,2319.88
5935,7832.05,4339.44
10447,4744.04,1530.85
4176,9891.83,4115.74
2602,2817.24,2149.5
4771,3539.18,4713.32
11727,5071.95,4372.95
1111,5505.72,445.59
3187,1749.33,853.73
4331,8686.79,1760.48
4840,6701.34,178.16
10979,9605.92,1903.91
3611,7408.69,1812.35
4681,9586.29,2603.48
9358,579.0,1854.28
9031,7085.56,1995.76
13367,3868.94,2350.3
2832,4904.46,3599.39
233,320.92,958.19
738,6876.88,2475.74
5677,7976.38,1789.61
6139,9536.81,3872.56
12451,6608.01,903.04
2293,6350.85,3966.31
11890,3171.09,2836.5
10737,1717.98,4978.27
14356,1306.45,3658.8
11346,4056.71,4360.14
3713,7172.6,681.12
8780,6268.81,2732.63
198,7023.23,1195.64
151,1487.59,1952.13
12881,7512.81,2991.19
13428,8778.68,958.91
12068,8298.32,1347.45
7265,2099.15,2661.39
4312,4414.18,711.62
3488,9862.8,786.3
12278,480.47,491.92
4939,4729.89,2758.87
3492,4348.39,3180.88
14734,5268.67,1547.36
6616,2240.74,2604.54
12155,391.69,653.23
2003,3266.49,3600.86
6374,3883.61,4844.51
13991,6781.1,2238.34
13579,1231.56,1563.94
491,6520.84,4795.04
8204,8227.2,3322.12
3266,6334.52,879.07
9423,4399.24,4671.81
14029,5152.22,4057.41
1390,619.72,2048.63
12495,8847.98,2731.05
6257,1215.62,253.21
14764,3711.85,2671.0
5945,462.1,2008.25
6521,5641.21,2962.16
7192,1890.0,3941.71
14953,4742.36,3242.01
367,7173.19,4512.11
12319,5463.35,2620.64
3597,4381.56,933.22
7224,5472.58,149.03
11554,285.65,796.63
7006,6964.61,4225.25
9223,6722.34,3295.27
5426,2137.78,3597.09
10255,6064.41,2488.12
2451,9120.24,3148.21
12497,5512.6,2271.78
3646,248.18,4854.53
14425,7140.73,3793.04
11836,3216.17,2737.39
7868,8989.03,612.25
13730,9685.41,4861.06
9508,1640.93,4527.55
14512,4260.15,4012.45
5306,7184.43,3790.85
8639,3427.67,4108.0
932,8534.5,3801.59
3867,3661.44,3299.66
4318,6416.59,2614.29
609,3844.25,1384.81
8972,7539.41,1629.97
4680,8307.72,2735.95
7190,5515.65,1652.97
6090,9352.08,3561.67
4821,1195.87,334.26
8947,6236.92,3601.6
13368,7304.08,1374.92
9067,3025.57,1196.13
3054,5161.82,4972.37
12384,6915.59,4340.05
676,4285.69,3922.67
5389,6919.1,4849.45
7085,391.8,2259.61
11265,4431.72,233.85
13844,8781.15,3030.17
4261,7198.71,188.89
5522,8788.84,1531.9
5369,1928.81,2442.03
1591,8666.8,3787.19
9411,3098.64,732.87
910,3724.24,4464.98
12292,3785.4,331.31
5043,7880.12,3925.89
6366,9828.3,1799.86
2882,5955.0,3582.16
14433,4210.09,4672.12
3457,3697.65,981.38
10626,5282.02,2304.62
13452,7910.32,2939.73
11169,1514.53,2272.08
2562,7645.98,1624.38
6482,808.1,2726.0
10276,7084.23,191.72
247,4988.05,533.26
12337,560.56,3499.94
11776,4731.23,1667.34
12281,3277.55,901.27
7608,7400.12,1882.43
8581,136.75,320.68
4255,4632.5,3175.92
4955,8025.22,4842.23
4678,2259.3,2350.15
3781,4635.45,3015.88
8048,4573.67,4472.1
10422,3078.2,290.35
261,5401.57,2100.51
4538,3542.26,4210.03
1744,3256.27,3636.73
12037,459.39,2586.76
13171,677.93,4530.17
7306,6876.38,2660.76
2749,6478.87,1407.38
1359,4062.98,1158.89
14890,9340.49,1462.81
6475,1197.54,4101.73
3514,1495.7,3885.2
12779,4089.39,4964.47
7454,5883.83,461.52
14128,6865.2,481.76
6278,7759.55,3424.95
4789,5222.61,2735.77
10871,4641.12,2156.25
2427,5385.51,534.63
10502,5711.03,159.5
14109,9839.38,2883.21
6765,1468.85,2546.27
12318,7325.2,2689.83
14488,6372.85,1593.51
14244,7246.99,587.09
6795,4309.23,4265.28
7769,9856.06,1190.47
11397,1461.23,1228.38
1911,3623.34,289.64
1313,5978.09,2443.6
4524,3043.21,1696.82
9385,2652.02,2797.69
11352,996.97,378.28
9868,8521.64,3696.28
11039,1450.29,2970.0
3833,6741.3,897.33
209,5363.42,4813.09
898,9755.36,2915.46
5383,1017.62,966.32
5587,4909.02,957.24
270,5533.42,2802.93
11669,1848.94,3728.9
11600,4886.27,2751.03
5292,644.4,3356.18
4084,3064.47,532.95
12567,8627.58,2732.67
7258,7514.24,4180.83
4480,1656.97,4285.05
8898,5129.77,2054.66
380,2367.84,2361.76
2284,5882.15,4055.77
4585,8100.61,1014.97
3188,1613.2,4750.04
7809,3605.21,739.41
2073,6003.85,2416.1
12278,990.93,3207.41
7591,9990.96,1228.38
10562,2371.26,2064.72
1211,707.3,3485.09
11711,952.63,1787.26
5634,3693.45,3358.31
13915,4834.91,2971.31
2017,2878.36,1976.16
2443,6549.79,4994.99
1942,5218.36,864.62
9105,6295.56,1944.02
14366,6437.76,598.21
4492,4208.41,1096.1
3374,6136.92,2117.82
3411,9040.2,1005.86
484,6059.41,3772.51
456,2551.74,1557.5
9817,5581.37,1853.51
3114,9965.47,4876.3
6721,2165.61,4185.58
3663,9332.62,808.58
7627,4289.45,1939.92
5122,1521.75,3369.13
764,163.83,1443.79
6824,3991.33,2557.31
13621,603.66,4908.22
5290,751.92,4423.02
13536,8521.27,2633.12
1102,5171.54,3930.11
4990,8718.32,4385.01
8934,113.98,305.1
9803,3060.17,3806.44
11061,4601.16,1964.09
1522,9886.13,617.79
2985,6396.62,2020.04
8323,2519.49,1816.44
10670,1495.11,1817.16
8004,1794.03,4477.6
5246,8765.46,1757.71
9523,2639.37,1651.56
7658,6719.68,263.71
4259,119.47,4063.35
2855,7956.21,2916.76
3978,4240.56,1752.54
8259,9407.38,4201.88
8711,5150.28,3160.09
2222,5462.16,374.95
1839,330.44,470.24
9321,738.97,3558.54
3925,4749.89,2259.0
1458,2124.29,4018.05
2555,2946.8,4066.72
12091,4099.43,2452.2
13204,9824.21,2912.39
14694,2685.29,4124.21
5074,6162.55,3834.3
2365,3003.76,193.25
9810,5284.58,2865.11
4486,9229.97,1856.98
7452,3754.63,3423.77
13137,6554.92,235.45
7285,7658.26,3982.08
3605,1059.3,398.45
8872,2266.99,4991.18
14935,2769.58,4324.94
4707,3432.3,3723.3
4129,6775.63,231.1
649,3143.57,4158.06
6940,4157.56,4260.51
10085,1984.59,3427.91
11224,4305.37,1438.19
10517,1777.43,2408.15
4476,2809.38,4939.61
8448,2296.44,4674.41
10007,5253.5,2220.24
6855,656.55,4217.01
14456,787.95,3355.05
8906,979.58,805.05
5425,4180.14,3093.86
3753,7432.5,1855.05
7344,9883.19,3823.28
13417,1593.68,3511.38
12318,4112.5,3665.99
14017,2729.79,3076.88
2055,4355.79,2937.67
8128,5719.56,2478.09
3491,8109.06,3793.51
527,470.0,2434.34
7299,4067.33,2226.15
14328,9132.5,4321.73
7268,2837.86,1157.22
4908,5652.54,2657.46
9478,7248.58,3550.08
6301,7758.18,2272.22
622,9384.2,3677.51
8709,7221.4,3749.54
10626,7983.44,3081.61
6781,6399.41,3333.19
7862,7504.59,4198.85
14340,7638.58,3443.0
11221,2122.8,4455.05
13489,1178.04,4594.4
522,8039.83,3030.07
7697,6472.61,2027.5
10298,2192.29,1826.13
652,5101.44,2901.63
7819,848.44,4206.61
2669,2111.86,386.49
7060,8804.84,1962.07
1466,3227.65,486.74
3038,6207.22,1058.69
13473,7563.94,1756.59
7715,2610.09,3037.64
8108,1551.75,4160.14
289,7576.7,3583.48
11242,5940.65,2891.91
1360,6394.47,2610.35
7849,107.33,1557.12
12273,5674.04,4179.07
10465,1653.65,2857.27
2557,1561.72,2039.66
14835,9150.54,3284.46
11047,3332.47,2269.94
12534,6033.94,1456.06
1159,8082.1,3584.88
2900,9771.13,1750.89
4531,1652.76,4518.54
4221,7427.98,3978.45
11244,2563.38,3799.05
13974,3873.58,4969.91
11594,4994.57,636.58
5559,841.04,884.34
14053,741.27,3619.68
11842,5949.75,3014.81
7660,2274.16,1203.47
2482,3393.93,4620.23
7244,2123.73,477.98
3257,9911.47,4957.43
2898,1290.65,2299.53
6297,4979.13,2297.53
8343,3097.67,4537.13
8498,931.51,750.31
13161,1606.06,4663.54
6762,4271.44,4512.62
1932,4652.68,2095.89
9654,6814.35,2439.7
10603,4651.42,950.86
14217,7235.59,3150.08
560,7607.75,3652.04
3733,6823.21,2196.86
6081,6463.55,4982.88
6942,2471.72,541.86
123,6820.82,788.63
11458,1237.36,412.63
10209,1512.66,3227.63
5888,7757.68,867.84
8189,2457.74,4523.69
1751,4815.17,1752.99
12304,6669.23,101.69
1598,8769.16,946.9
2074,4049.39,4020.47
3310,3590.86,1802.39
396,1186.3,3336.04
13167,3538.12,3338.49
12363,4271.47,3238.27
13791,5060.82,3801.95
6960,110.55,2422.43
3156,2164.68,3899.63
3396,9718.42,2241.47
13633,9880.74,857.31
14958,5433.45,2825.98
206,3315.17,4861.3
3269,7659.98,4919.03
6666,4286.83,4081.33
9674,4186.84,2604.49
7596,6081.19,3603.29
11049,6970.81,880.76
6594,3536.81,237.64
12031,1960.99,2136.92
3940,4893.57,722.16
4003,4142.6,2923.88
3771,4883.87,3472.58
3664,4361.52,266.01
3148,6590.66,3448.78
48,9545.33,1036.1
11808,5140.22,141.09
14109,6351.23,4822.41
8882,8289.14,2215.04
10333,9925.73,907.56
14955,472.06,2113.71
9040,7520.41,4331.97
14754,4503.32,4132.92
10157,3372.45,2852.32
5140,6567.06,592.01
11837,7127.71,3099.5
3269,984.58,4715.99
10372,4777.61,1039.63
1539,7959.51,3067.63
12617,1311.58,4343.48
7008,140.55,3488.1
9655,8996.57,2468.3
469,3495.8,109.93
4041,5099.84,2664.54
835,5742.54,3154.62
7208,4570.37,3655.26
14677,9223.44,1944.29
8671,2444.12,1596.11
9954,3808.22,3468.8
6212,5534.56,4574.77
4860,4164.76,4416.07
1161,3807.96,355.56
4727,7494.36,2145.17
3086,1709.67,1674.78
8421,2423.32,1892.62
10575,4162.17,562.1
6639,9632.84,104.23
7411,781.75,2772.32
3184,7905.98,383.71
8436,1996.3,2383.49
3223,3543.49,1320.36
14419,9851.95,469.74
6714,6433.31,1446.79
11947,6686.9,1992.21
